a1,a2,a3,b1,b3,Year,R2,RMSE,AIC,Country
0.05150339297718381,0.0014958100994359159,2.026211499332884e-05,0.7870465717961826,0.10337865748381665,1922,0.9543979181284236,0.01340645084612084,-109.4055194172596,GBR_NP
0.04986858173471234,0.001453644306272935,2.1529188633623075e-05,0.7708456381608197,0.10250274918751745,1923,0.9535024231204939,0.013778419825477995,-107.18874463742748,GBR_NP
0.04791799042251254,0.0013615140117030587,2.207684968364348e-05,0.7445139588547531,0.10186596162768166,1924,0.954629046349248,0.013668046451686604,-107.84021586000847,GBR_NP
0.04460648088815431,0.0012524699775256385,2.320050162006146e-05,0.7041725020046689,0.10095357457303529,1925,0.9595201108741723,0.012425945076035125,-115.55741806303683,GBR_NP
0.04188510662469939,0.0011594149678199625,2.4862002563099435e-05,0.6678632545694243,0.09978250482803837,1926,0.9641279010265128,0.01116889648413485,-124.19637717302999,GBR_NP
0.03982178316427506,0.0010468646597776125,2.547360318673052e-05,0.6493624367171166,0.09883569798976233,1927,0.9660706842820159,0.010764674589845718,-127.18227317042886,GBR_NP
0.03644415359353848,0.0009740006447813554,2.6949400774619606e-05,0.6104800729743932,0.09784507166897215,1928,0.9668909259362937,0.010634352677935662,-128.16887926619052,GBR_NP
0.03202544115326604,0.0008995554121393721,2.7283907967409903e-05,0.5781856623617528,0.09696668481215397,1929,0.9684772796060995,0.010111940218047096,-132.24906426051626,GBR_NP
0.03072690134580879,0.0008515260215906866,2.964791057164494e-05,0.5706677182299156,0.09543589348773969,1930,0.971993039806766,0.008958355887406825,-142.06061126771033,GBR_NP
0.02948510271360098,0.0007830809559326637,3.0272979613557262e-05,0.5782812102280774,0.09460610100355332,1931,0.973416674874127,0.00862775083330352,-145.1064434281434,GBR_NP
0.025479059421565507,0.0006899208136354955,3.254999929511327e-05,0.5373283288968578,0.09323292379448223,1932,0.9739320998834053,0.008640178394410504,-144.98985357997026,GBR_NP
0.021753016041077242,0.0005809110174511243,3.64562615039875e-05,0.49357525570069205,0.09095086828651135,1933,0.9759724814849146,0.00808098322428129,-150.4095375628313,GBR_NP
0.020769984219277133,0.0005208500335208328,4.0180173223038945e-05,0.4780268775808463,0.08943614612035063,1934,0.9782441327826766,0.007424053590338448,-157.2773928856891,GBR_NP
0.02102670397202828,0.00046212989983507834,4.2009992281328804e-05,0.4924579985659257,0.08826675044506457,1935,0.9799616154205006,0.006973962409643639,-162.34326700680754,GBR_NP
0.021285940978670797,0.00042048411993760016,4.434970462551581e-05,0.5116490744482961,0.08715711154351857,1936,0.981509800994012,0.006539442477532944,-167.55413020451368,GBR_NP
0.02155926858693303,0.0004010197165954598,4.383138019320243e-05,0.5412266118776193,0.08699164662604308,1937,0.9840484085738331,0.005710112456196691,-178.53879905396815,GBR_NP
0.02248900961195817,0.00039692186595823893,4.401541116254385e-05,0.5877029275054316,0.08679164936160477,1938,0.9857335124651663,0.005152673510063906,-186.85936285881456,GBR_NP
0.02445736881920071,0.00039519472140848907,4.344496086597259e-05,0.6626952356512226,0.08681092409936302,1939,0.9855622390739662,0.005300040902692495,-184.57525763898298,GBR_NP
0.02520337438580123,0.00039907206540779343,4.110000128530187e-05,0.754395568652727,0.08735216590131833,1940,0.9826859497158138,0.006227030362899422,-169.27829285493993,GBR_NP
0.023390352950828322,0.00038433439369365624,3.882513021180277e-05,0.8100052873331602,0.08761319224666933,1941,0.97979251648498,0.007084439474698627,-156.84621909734616,GBR_NP
0.02283941473677611,0.0003840037944144019,3.810563582856555e-05,0.8644576505665521,0.0878510555120415,1942,0.9786710835017186,0.007257714923716141,-152.8494282021867,GBR_NP
0.023290669353508386,0.00038299532561929424,3.584176879699375e-05,0.9999335295091647,0.08817437527319419,1943,0.9773040338737462,0.007459068747007163,-148.65446820224946,GBR_NP
0.024116493993752104,0.00038472964603162023,3.832488830705491e-05,1.0908831796438963,0.08753577327573145,1944,0.976505460624016,0.007492121632824552,-146.2579906752529,GBR_NP
0.024350620001502055,0.00035524651378626964,3.4180022155575234e-05,1.240959858724883,0.08781135783295804,1945,0.9762363951808545,0.007344581707623588,-145.69365153777684,GBR_NP
0.02580515666565878,0.00036096827111995605,3.409319885581838e-05,1.3448089172530646,0.08814538460352511,1946,0.9730056402231554,0.008132466259588472,-136.0770346718752,GBR_NP
0.02567170144423454,0.0003914151335354707,3.09416535772688e-05,1.5103762946323473,0.08969232100214619,1947,0.9720476096695303,0.007954987866017012,-135.71377255617946,GBR_NP
0.02178604776513274,0.00037519629300617103,3.0531833547551216e-05,1.5564151323646576,0.08932216360498027,1948,0.9726478357601581,0.007411066524653745,-138.81707742818193,GBR_NP
0.02167309822799457,0.0003739337222507597,3.2140811318880934e-05,1.6190441978409364,0.08864456625310575,1949,0.9726891633706034,0.007099000631817843,-139.80461781053538,GBR_NP
0.021630185858888294,0.00037749998380748345,3.1072642199803207e-05,1.7180130744272424,0.08916188519698275,1950,0.9739363983272167,0.006484946659613415,-144.02762340229253,GBR_NP
0.023154758957036184,0.0003910523521081193,2.8526311060662902e-05,1.9976729711491445,0.09048817402987579,1951,0.9733734803565853,0.006334430633497734,-143.44760126212188,GBR_NP
0.022607308528039452,0.00039268458269079516,2.8252886389639503e-05,2.184582339861535,0.0905999365441735,1952,0.9711048040254693,0.006568139094994175,-138.76004108183326,GBR_NP
0.02238579906330821,0.0003949504246127857,2.821557667732951e-05,2.370477741162745,0.09072101201754428,1953,0.9685347584557628,0.006858834230729855,-133.67082840665267,GBR_NP
