a,b,c,Year,R2,RMSE,AIC,Country
4.032443185012615e-06,0.12996739556812267,0.008999253491746725,1872,0.5968512316298531,0.06800546216309787,18.126495039726876,ITA
4.450884232132497e-06,0.1283296152282172,0.008828283902290086,1873,0.592343611534748,0.06897556202304218,19.273798512598603,ITA
5.035855398904856e-06,0.12615772668907932,0.008677199645377054,1874,0.579867592296397,0.07099716877996848,21.613704774132515,ITA
4.049988693724059e-06,0.12876616504356636,0.008638198162233228,1875,0.5860468758621756,0.06886270818338414,19.141162445109273,ITA
4.176358449239645e-06,0.12864812979769505,0.008413864465675292,1876,0.5933427702205258,0.06956967567437285,19.96849580481188,ITA
4.409835061878454e-06,0.1276954143586687,0.0081989954556318,1877,0.5874712169562117,0.07131866609610607,21.979670050287382,ITA
6.088663732699171e-06,0.12297942702309306,0.007890217137551914,1878,0.5828424550068814,0.07313261308265141,24.014092045459194,ITA
4.547233486926911e-06,0.12696131856873083,0.008240117305879624,1879,0.5797102906220375,0.07215465866953608,22.92362482274092,ITA
4.263962919073684e-06,0.1263582606427207,0.00815246074066901,1880,0.5357723039334794,0.07849649235301463,29.747233953108207,ITA
3.3651794584763156e-06,0.13003006144254275,0.008542404020291416,1881,0.5312879544300995,0.0796414047434043,30.920128315869988,ITA
3.889016197212929e-06,0.1277485382009189,0.007951018108523403,1882,0.5449431237320592,0.07866507942166319,29.92101126576901,ITA
4.198352299751396e-06,0.12661391416537282,0.007827101309933342,1883,0.5464495217080432,0.07877984849414617,30.039100767168094,ITA
3.9500741343638905e-06,0.12740519329240177,0.007837833766010438,1884,0.55121690405888,0.07759123866309112,28.807680657705674,ITA
3.800658092235043e-06,0.12749868337966858,0.007788020105127084,1885,0.5364708326629641,0.08055952626222818,31.84857057622071,ITA
3.1373568211798626e-06,0.1297817959954572,0.007729865507222475,1886,0.5291886463988291,0.08205278697032856,33.33625026056296,ITA
2.908571759879785e-06,0.13113152160211866,0.007775880759236465,1887,0.5365232292533579,0.08134248634430606,32.63201063399194,ITA
2.8237620337157807e-06,0.13077734108802605,0.007554591658778751,1888,0.5228657113139935,0.08389788449248957,35.137497062098845,ITA
2.6915659327439358e-06,0.1316934589906954,0.00766082437550524,1889,0.5208597926274061,0.0850905348574126,36.28084503733595,ITA
2.7918656593189638e-06,0.13054821185328527,0.007411850714606424,1890,0.5048138787983989,0.08907692486556017,39.989390762442554,ITA
2.4802396667147388e-06,0.1326720389134313,0.007613509806661675,1891,0.5120534714775881,0.08795402903072942,38.96182151045355,ITA
2.5665335230378955e-06,0.13227909110935296,0.00738148645154598,1892,0.5049987084958685,0.09280945332678914,43.31429347191829,ITA
2.537609294925857e-06,0.13248076285042268,0.007245680283708499,1893,0.504764841514437,0.09444221833023739,44.726909082800006,ITA
2.4932358577377137e-06,0.1325175365695705,0.007086519423433689,1894,0.5036267315845675,0.09561431797684937,45.72599363810477,ITA
2.159522976961219e-06,0.13410352933578262,0.007028104564203589,1895,0.50295174069208,0.09454044434965297,44.811110545265535,ITA
2.3602927528413287e-06,0.13336108380002965,0.0068939632606541375,1896,0.5281923776920981,0.08962755532272348,40.48855237419019,ITA
2.3983527054066847e-06,0.13335178261740768,0.006711221011078764,1897,0.5515107974218416,0.08445705703660288,35.67556434084679,ITA
