Year,Age,qx
1871,76,0.07939954347327148
1871,77,0.08554823437292851
1871,78,0.09867315906405284
1871,79,0.11081041510218155
1871,80,0.12155775458527752
1871,81,0.12730224779911195
1871,82,0.14250514758260976
1871,83,0.15090723425185476
1871,84,0.1690917047037865
1871,85,0.1781488078944456
1871,86,0.19920891247525038
1871,87,0.2002014874434807
1871,88,0.2243884682909073
1871,89,0.22633869304219276
1871,90,0.24607559414189248
1871,91,0.28978045484143916
1871,92,0.2911664412430397
1871,93,0.2952310366827923
1871,94,0.325931158941118
1871,95,0.3235526601447277
1871,96,0.33157592664273033
1871,97,0.4293201940731969
1871,98,0.4193471903896309
1871,99,0.41522964312952526
1871,100,0.44015417516132704
1871,101,0.2535214465383267
1871,102,0.44444470370366046
1871,103,0.41379302140308727
1871,104,0.5142858840816132
1871,105,0.0
1871,106,0.0
1871,107,0.6666666666666666
1872,75,0.07318616971568899
1872,76,0.07969643841298432
1872,77,0.08898908956095958
1872,78,0.09963969168554357
1872,79,0.11144549017904443
1872,80,0.11965128933160654
1872,81,0.13006606009126212
1872,82,0.14396691806634762
1872,83,0.1484395974707685
1872,84,0.1696982564545591
1872,85,0.17732694972475357
1872,86,0.1959097666228874
1872,87,0.2018237103929195
1872,88,0.22294410181819477
1872,89,0.22070151511714234
1872,90,0.24770833105170353
1872,91,0.2797304509643616
1872,92,0.28871514594051145
1872,93,0.30282880252267524
1872,94,0.32760468253964936
1872,95,0.36721764907098764
1872,96,0.3417482699252419
1872,97,0.44224142765457636
1872,98,0.41350236407978974
1872,99,0.48648640467494075
1872,100,0.5309736853316254
1872,101,0.6666666666666666
1872,102,0.37499969531244287
1872,103,0.6666666666666666
1873,74,0.06459229669025929
1873,75,0.07288075901518425
1873,76,0.08144183483228684
1873,77,0.09100649296416581
1873,78,0.10194906105792614
1873,79,0.11033293571588855
1873,80,0.11725101703746622
1873,81,0.12731452220770892
1873,82,0.1406962999391543
1873,83,0.1516762217304654
1873,84,0.16296941298146853
1873,85,0.17328743413559505
1873,86,0.1874469828242476
1873,87,0.19795792592165443
1873,88,0.22250820090278806
1873,89,0.23377646409996117
1873,90,0.24041167328491825
1873,91,0.25467898746946777
1873,92,0.28284393670047603
1873,93,0.30525206621549655
1873,94,0.326633592579624
1873,95,0.3519019052013976
1873,96,0.3518631980528912
1873,97,0.3636528014877669
1873,98,0.3452769861536915
1873,99,0.32512294644371265
1873,100,0.3880593887279411
1873,101,0.5156250869750926
1873,102,0.4918033281375958
1873,103,0.7636363186776843
1874,73,0.05932450908187612
1874,74,0.06565364948290087
1874,75,0.07315925290603713
1874,76,0.08253442929273802
1874,77,0.09021080253161655
1874,78,0.09821032082240992
1874,79,0.10694976601899106
1874,80,0.11540683183869391
1874,81,0.12583956530722878
1874,82,0.1387540261076973
1874,83,0.14751950546180717
1874,84,0.15983913313701884
1874,85,0.1734842887684809
1874,86,0.18161898644351496
1874,87,0.20279967866058252
1874,88,0.2305488660472408
1874,89,0.23244341278058303
1874,90,0.2498160119082519
1874,91,0.26755454496237346
1874,92,0.2744280591802153
1874,93,0.3063384858750747
1874,94,0.33879730586147067
1874,95,0.3355629854174512
1874,96,0.37776105069172267
1874,97,0.3539209807997228
1874,98,0.39406768603220294
1874,99,0.3396227041651809
1874,100,0.4382869569630928
1874,101,0.4077669129983938
1874,102,0.44628094037292365
1874,103,0.4736844113573143
1874,104,0.4615384615384615
1874,105,0.6000000699999966
1875,72,0.05398915196252762
1875,73,0.06093041406407171
1875,74,0.06727431562183517
1875,75,0.07438088938569863
1875,76,0.08139030133204274
1875,77,0.08850508194817651
1875,78,0.0958673657372278
1875,79,0.10488872380363994
1875,80,0.1163555435420898
1875,81,0.12588434832313503
1875,82,0.13591074740658582
1875,83,0.14504109197721
1875,84,0.16184833502519877
1875,85,0.1687899547141756
1875,86,0.18772455225469717
1875,87,0.20725559515528755
1875,88,0.21289991390645335
1875,89,0.23395659948343234
1875,90,0.2537966825629375
1875,91,0.27568740799175784
1875,92,0.2917225415752026
1875,93,0.3010771595539138
1875,94,0.32714306565252504
1875,95,0.35056851779612863
1875,96,0.3532338165082547
1875,97,0.32898172323759794
1875,98,0.37022532042388806
1875,99,0.38532127868022625
1875,100,0.4661653328056942
1875,101,0.35616415837865184
1875,102,0.5142858840816132
1875,103,0.5454545454545454
1875,104,0.6206896551724138
1875,105,0.0
1875,106,0.4615384615384615
1876,71,0.048973686995873095
1876,72,0.05542807806289523
1876,73,0.06359821212022924
1876,74,0.06960800494952507
1876,75,0.07521946107107301
1876,76,0.07855445808991021
1876,77,0.0871686796825274
1876,78,0.09429159339614866
1876,79,0.1056910723114547
1876,80,0.11358838875925048
1876,81,0.12314425888597351
1876,82,0.13237187837632144
1876,83,0.14651948795747374
1876,84,0.15805966321041912
1876,85,0.1668505162836377
1876,86,0.19116737987429516
1876,87,0.19699050670426543
1876,88,0.20834686404712047
1876,89,0.23595511564196237
1876,90,0.24771523970817447
1876,91,0.27187098480024124
1876,92,0.3009689149520257
1876,93,0.3060257628071863
1876,94,0.31481525951634354
1876,95,0.33979154422629304
1876,96,0.35639111152749203
1876,97,0.3728017059546915
1876,98,0.316981405169055
1876,99,0.5515317913423607
1876,100,0.39252330439339456
1876,101,0.47441847692805855
1876,102,0.43636392066110535
1876,103,0.199999819999982
1876,104,0.6122449262807158
1876,105,0.6666666666666666
1877,70,0.04514063502629041
1877,71,0.049188730748540924
1877,72,0.05525222892403912
1877,73,0.06258527651993817
1877,74,0.06719773630198876
1877,75,0.07334765478243278
1877,76,0.07958949305003438
1877,77,0.08747049325570376
1877,78,0.09478447249345083
1877,79,0.10706533132745356
1877,80,0.10922085718472438
1877,81,0.12041734253326392
1877,82,0.1317665081781921
1877,83,0.1452716017898129
1877,84,0.1577271142499347
1877,85,0.17162164818252337
1877,86,0.18017040884291594
1877,87,0.19846761655464137
1877,88,0.21255412609536917
1877,89,0.2302967880771555
1877,90,0.24697647267123973
1877,91,0.2663832203231895
1877,92,0.28746816296281713
1877,93,0.28246347980627906
1877,94,0.3163877763018111
1877,95,0.31665914073024165
1877,96,0.3553301078615632
1877,97,0.3716815888479728
1877,98,0.3712373546940125
1877,99,0.49740934588848
1877,100,0.5365851873884375
1877,101,0.3687152204987245
1877,102,0.3157894736842105
1877,103,0.30769204733723804
1877,104,0.7924528301886793
1878,69,0.040520085158997105
1878,70,0.044478340153215126
1878,71,0.04999329685195793
1878,72,0.055926144634234655
1878,73,0.06163233817537575
