Year,Age,qx
1878,81,0.06388595513830146
1878,82,0.09081697282802986
1878,83,0.09710927112149244
1878,84,0.10830162373930127
1878,85,0.12252143493809248
1878,86,0.12379131118375164
1878,87,0.13250267052118117
1878,88,0.139502865863273
1878,89,0.1396274697026706
1878,90,0.173303284172358
1878,91,0.14856557803865517
1878,92,0.1685476445462325
1878,93,0.17333665177174928
1878,94,0.1775088185792041
1878,95,0.18423480022951272
1878,96,0.19516738017716237
1878,97,0.1879248749894673
1878,98,0.19942939917659905
1878,99,0.23725335869338168
1878,100,0.22709181005061654
1878,101,0.2343105247452551
1878,102,0.24781579287430483
1878,103,0.24009193759717992
1878,104,0.23269566047255952
1878,105,0.2600358954594767
1878,106,0.27273214048214955
1878,107,0.25016437518400614
1878,108,0.26800388313529405
1878,109,0.2997101005721476
1878,110,0.43448148461251856
1879,80,0.10637172775116967
1879,81,0.05576550587766391
1879,82,0.0995295385372649
1879,83,0.09591359255883032
1879,84,0.09567699634941282
1879,85,0.11812527640035005
1879,86,0.11856254415498528
1879,87,0.12489511132028946
1879,88,0.1373430129408094
1879,89,0.14186835137269477
1879,90,0.16815176129918338
1879,91,0.14045687115132682
1879,92,0.16416495895761288
1879,93,0.17477280484488308
1879,94,0.17915146637484533
1879,95,0.18944391485678955
1879,96,0.1954116536706229
1879,97,0.2038237897252434
1879,98,0.18475392978083624
1879,99,0.22271433287583037
1879,100,0.2310895736439422
1879,101,0.24394963823167484
1879,102,0.23663945801350383
1879,103,0.23165027701198412
1879,104,0.2580574640713465
1879,105,0.2720113356056384
1879,106,0.2522967005983262
1879,107,0.26611644761937786
1879,108,0.29570970482544234
1879,109,0.3324008674850687
1879,110,0.49381655212769127
1880,79,0.04756045118925533
1880,80,0.09386749519892874
1880,81,0.05666568528283774
1880,82,0.09757807420682084
1880,83,0.08775392835100806
1880,84,0.09195626000530435
1880,85,0.11161934778164843
1880,86,0.114968095835022
1880,87,0.11893680427114212
1880,88,0.13069874013768337
1880,89,0.14097454761777506
1880,90,0.15409265347335155
1880,91,0.14476836273488974
1880,92,0.16468046857542956
1880,93,0.1635269098401901
1880,94,0.1889848626299743
1880,95,0.19997794972988417
1880,96,0.21077355863272682
1880,97,0.2058492007282458
1880,98,0.21112883584289596
1880,99,0.2276047895435772
1880,100,0.2399510002358466
1880,101,0.23346289410890791
1880,102,0.23097144434105454
1880,103,0.2566795323717178
1880,104,0.2721300187603483
1880,105,0.2547414312167419
1880,106,0.2643235613303439
1880,107,0.2917685021756463
1880,108,0.3258744062608949
1880,109,0.4050432532332764
1880,110,0.5443546068629314
1881,78,0.08306923618456016
1881,79,0.05304668988732981
1881,80,0.10618614296400807
1881,81,0.057842311361865247
1881,82,0.0864366148872361
1881,83,0.08976664111729549
1881,84,0.09369035335832188
1881,85,0.10703129029952917
1881,86,0.12021594959171089
1881,87,0.12519128907628643
1881,88,0.13496859287110397
1881,89,0.13177174360809055
1881,90,0.1517308809266482
1881,91,0.15105595505586816
1881,92,0.16259643497773296
1881,93,0.1611511929071924
1881,94,0.1925674759747032
1881,95,0.19351843446694567
1881,96,0.2091915036881701
1881,97,0.1989591785092605
1881,98,0.2371212895810342
1881,99,0.23463392265666413
1881,100,0.22862358295422186
1881,101,0.2279675452255908
1881,102,0.252739486078265
1881,103,0.26911609817227317
1881,104,0.2541175546297529
1881,105,0.26001697353442316
1881,106,0.284743695682657
1881,107,0.3153340818865563
1881,108,0.3830988557190602
1881,109,0.44895230605893516
1881,110,0.5843669519049288
1882,77,0.05000280312097051
1882,78,0.066893226780488
1882,79,0.0489641706902716
1882,80,0.10575476438193855
1882,81,0.0551245765641539
1882,82,0.08427192035935228
1882,83,0.08774478659470851
1882,84,0.0979770083460769
1882,85,0.1100293654187348
1882,86,0.12066372519217389
1882,87,0.1297128314324202
1882,88,0.14139349023069955
1882,89,0.13818138488584958
1882,90,0.15966472772009604
1882,91,0.14457215457383837
1882,92,0.16486823753945534
1882,93,0.1704701068536934
1882,94,0.1918468566613718
1882,95,0.19029418577716006
1882,96,0.2055940605163403
1882,97,0.21401622209065474
1882,98,0.22894985138675442
1882,99,0.22310514153411773
1882,100,0.22409205596418708
1882,101,0.24806904359899173
1882,102,0.2654104190725063
1882,103,0.25302030951239174
1882,104,0.25667649320016667
1882,105,0.2798895001014865
1882,106,0.3082911075744997
1882,107,0.36867064602273747
1882,108,0.4315755215991656
1882,109,0.5051093493824794
1882,110,0.6513514133162864
1883,76,0.0401879067834976
1883,77,0.035866067671288436
1883,78,0.058623738954782435
1883,79,0.04184671478175648
1883,80,0.0916704276661988
1883,81,0.055929924050042316
1883,82,0.08745677652314943
1883,83,0.08427100285539407
1883,84,0.10162927667329513
1883,85,0.1125798909543032
1883,86,0.1240526465865262
1883,87,0.12414238134497116
1883,88,0.13213204518932942
1883,89,0.1399276617867669
1883,90,0.15565361330511482
1883,91,0.14456268734118616
1883,92,0.1727057978674563
1883,93,0.17232173168860562
1883,94,0.1884640484839482
1883,95,0.19260912687206158
1883,96,0.21302126728064277
1883,97,0.22138508747005814
1883,98,0.20640028123643592
1883,99,0.21953252936324694
1883,100,0.24273304215419841
1883,101,0.26087788275795204
1883,102,0.25084691805786286
1883,103,0.25252270191444876
1883,104,0.2741116313226302
1883,105,0.30008801294312987
1883,106,0.3537367089962115
1883,107,0.4130491792091986
1883,108,0.48076785031309477
1883,109,0.5846970367094206
1883,110,0.7185409820204892
1884,75,0.06314814931384602
1884,76,0.05308270017960312
1884,77,0.0539645364227295
1884,78,0.08030653665222738
1884,79,0.049990444953180266
1884,80,0.08840276971322697
1884,81,0.05882347231833742
1884,82,0.08785905226646067
1884,83,0.0870278007467287
1884,84,0.10197427890444058
1884,85,0.11606632765280232
1884,86,0.11964068213794975
1884,87,0.12300686791787029
1884,88,0.1355049728412993
1884,89,0.13245994710192802
1884,90,0.15611866667096905
1884,91,0.15288565438643478
1884,92,0.17597050909119097
1884,93,0.17523159732470706
1884,94,0.17645114598648293
1884,95,0.20427293255698065
1884,96,0.21466589480722187
1884,97,0.20661659839106608
1884,98,0.22753174933754
1884,99,0.23712905890016242
1884,100,0.25596959806203345
1884,101,0.2480498605009701
1884,102,0.24794856677812635
1884,103,0.26808637399635604
1884,104,0.29198514027072037
1884,105,0.339351109749379
1884,106,0.3955608377258198
1884,107,0.45840546711085145
1884,108,0.5511115328986427
1884,109,0.6133163233468997
1885,74,0.0442029687043138
1885,75,0.05521346220137195
1885,76,0.05678747133154266
1885,77,0.05500636499167057
1885,78,0.07189424339925046
1885,79,0.05206821657105569
1885,80,0.08793217513011622
1885,81,0.06458855088003158
1885,82,0.08855349374192414
1885,83,0.09211006426250277
1885,84,0.10160044574421533
1885,85,0.11468645114704833
1885,86,0.1185342252735416
1885,87,0.12528179358040245
1885,88,0.13904757385306013
1885,89,0.13724586212452697
1885,90,0.16129658010357414
1885,91,0.15737067851600162
1885,92,0.17348929299423554
1885,93,0.17693236054444092
1885,94,0.1880044991848285
1885,95,0.2090142996775778
1885,96,0.2016895127028157
1885,97,0.2070940804969935
1885,98,0.23820056853267652
1885,99,0.2507964342485312
1885,100,0.2446963500215902
1885,101,0.2429345102157984
1885,102,0.26160649289974897
1885,103,0.2835962434787385
1885,104,0.32522603168169917
1885,105,0.3779163037254396
1885,106,0.43566679702776695
1885,107,0.5178982314820647
1885,108,0.5825600312403769
1885,109,0.658388926342198
1886,73,0.041182185727269886
1886,74,0.03817514976080451
1886,75,0.055550019274360436
1886,76,0.054700839737015
1886,77,0.046410450141220104
1886,78,0.0680416414304606
1886,79,0.05414724462385207
1886,80,0.08678624571499906
1886,81,0.0702189433097868
1886,82,0.08802448475844818
1886,83,0.0957132601198558
1886,84,0.1025289020425802
1886,85,0.11454337540101306
1886,86,0.12405792533938137
1886,87,0.12320942449155396
1886,88,0.13690488666559542
1886,89,0.14970547936967868
1886,90,0.16468720534626619
1886,91,0.16054319159552186
1886,92,0.17007924014370365
1886,93,0.1868595364615748
1886,94,0.20026869988310744
1886,95,0.1984749189426309
1886,96,0.20213891533242903
1886,97,0.22813081533003501
1886,98,0.25376771443514184
1886,99,0.24060206597302403
1886,100,0.23755937221864837
1886,101,0.2549500523078722
1886,102,0.2752598967743048
1886,103,0.3119214638341834
1886,104,0.36161996464375884
1886,105,0.41510343035013536
1886,106,0.49034158286175383
1886,107,0.5515674574866943
1886,108,0.6312334058437437
1887,72,0.058004492806605884
1887,73,0.05467908040789489
1887,74,0.05847862384964859
1887,75,0.07615538892923619
1887,76,0.06550677677157263
1887,77,0.06231592001240118
1887,78,0.08977029010181047
1887,79,0.07239877443114079
1887,80,0.0860447300916354
1887,81,0.079000158002237
1887,82,0.08936516769403093
1887,83,0.09497411307947912
1887,84,0.10445316080066001
1887,85,0.1180615280964004
1887,86,0.12196168614035896
1887,87,0.1247562183083801
1887,88,0.13990084741467143
1887,89,0.1470200608240665
1887,90,0.16446149659714107
1887,91,0.1658594919981035
1887,92,0.1829670422019532
1887,93,0.18832046436969857
1887,94,0.1936065413119926
1887,95,0.2008919977475168
1887,96,0.21539710760486216
1887,97,0.23420607697978607
1887,98,0.26296684394537556
1887,99,0.23154238683418674
1887,100,0.24775131736246273
1887,101,0.2663636848266515
1887,102,0.29860357888737177
1887,103,0.34544741583704647
1887,104,0.39490414166897064
1887,105,0.4638456472106317
1887,106,0.5230483838272322
1887,107,0.5983428908827461
1887,108,0.7341239362289614
1888,71,0.015236040534834343
1888,72,0.02352108730057945
1888,73,0.02575696179790365
1888,74,0.027780681322885827
1888,75,0.034370022963472205
1888,76,0.033216998118772066
1888,77,0.036113901465942774
1888,78,0.0513859274014598
1888,79,0.04960441101466405
1888,80,0.08072287653578156
1888,81,0.08101844189251879
1888,82,0.08924743099317098
1888,83,0.09596706784640548
1888,84,0.10817189339359436
1888,85,0.11295386408078446
1888,86,0.12313985564130199
1888,87,0.13087780520195397
1888,88,0.1405044160695749
1888,89,0.14316305674354435
1888,90,0.16435873019515163
1888,91,0.17476031180569593
1888,92,0.1865331955098562
1888,93,0.17650850613194602
1888,94,0.19594149979501385
1888,95,0.21478302472882554
1888,96,0.238754447145021
1888,97,0.24246280172519852
1888,98,0.2623729903257616
1888,99,0.23951875484682494
1888,100,0.2562577460300438
1888,101,0.28456935829170554
1888,102,0.328852569284728
1888,103,0.3743425739765572
1888,104,0.4371251542362114
1888,105,0.493406960535172
1888,106,0.563172457740208
1888,107,0.6809615262857988
1888,108,0.6971426710203816
1889,70,0.054508773192687286
1889,71,0.02887112463743548
1889,72,0.048875664601726744
1889,73,0.04933809164794844
1889,74,0.044567245621419414
1889,75,0.05603668647565283
1889,76,0.053047637543666495
1889,77,0.0516915457538322
1889,78,0.06290333984520662
1889,79,0.05899396686799752
1889,80,0.0759740141050345
1889,81,0.07411758475086302
1889,82,0.08628555681435439
1889,83,0.09310236989237469
1889,84,0.10384213727329654
1889,85,0.10676339843542927
1889,86,0.11967338726736833
1889,87,0.12646721036588224
1889,88,0.13411949098779716
1889,89,0.14081383085774948
1889,90,0.16692024269975989
1889,91,0.1613067225384264
1889,92,0.16822474416968836
1889,93,0.17747228163156326
1889,94,0.20028408515715793
1889,95,0.21052782271341247
1889,96,0.23268004351141733
