Year,Age,qx
1822,79,0.13824204435917595
1822,80,0.11731482026239924
1822,81,0.11782597607192165
1822,82,0.12668656749969792
1822,83,0.13302129895976614
1822,84,0.16082060506243326
1822,85,0.1768758580077993
1822,86,0.1617030350742465
1822,87,0.172192281716348
1822,88,0.19243679403359537
1822,89,0.2188546701185263
1822,90,0.22783486610849374
1822,91,0.241829341406853
1822,92,0.2548556460218998
1822,93,0.23266911147439576
1822,94,0.22760007745387664
1822,95,0.2880764955898711
1822,96,0.2511849315098439
1822,97,0.3077571986951116
1822,98,0.550982940722161
1822,99,0.19775900343281852
1822,100,0.5748986931108466
1822,101,0.7324415425806159
1823,78,0.1363041887029283
1823,79,0.15060459047681576
1823,80,0.10695066192836418
1823,81,0.1180491320913085
1823,82,0.12552163218329399
1823,83,0.147416549220595
1823,84,0.15780008170156637
1823,85,0.14426485052053373
1823,86,0.16141574664676703
1823,87,0.18191239181242425
1823,88,0.20451313578189864
1823,89,0.21357194057447063
1823,90,0.21972905166301784
1823,91,0.23870326289027036
1823,92,0.2312280230081859
1823,93,0.21375382759062633
1823,94,0.2551152387329519
1823,95,0.4393295203552398
1823,96,0.26026519647477536
1823,97,0.2970737767242341
1823,98,0.5743679192864142
1823,99,0.3644516844716545
1823,100,0.0
1823,101,0.7986620699473003
1827,74,0.07464226853349352
1827,75,0.07476644510437173
1827,76,0.0762821459265034
1827,77,0.08704152363316725
1827,78,0.099936680389874
1827,79,0.11790745186313047
1827,80,0.11084164366222794
1827,81,0.10212917383310598
1827,82,0.12108304531102182
1827,83,0.14276215840753
1827,84,0.15462575348937205
1827,85,0.1709645189979629
1827,86,0.17728542206550926
1827,87,0.1848239483437199
1827,88,0.2055409307141409
1827,89,0.2025129767328786
1827,90,0.23933045258450883
1827,91,0.24942307549231696
1827,92,0.2638617617289159
1827,93,0.23112477468951817
1827,94,0.32088479296719385
1827,95,0.3426462801110096
1827,96,0.41061707791949775
1827,97,0.28503197343514525
1827,98,0.647009976610185
1827,99,0.5135372165687088
1828,73,0.07269690894312
1828,74,0.07350169002064243
1828,75,0.07499066370471896
1828,76,0.08476541009721252
1828,77,0.09605135330289873
1828,78,0.11817928200071413
1828,79,0.12839929478085427
1828,80,0.09804122020165518
1828,81,0.11358660948318876
1828,82,0.13214948967989246
1828,83,0.14204269400093456
1828,84,0.1606869834116957
1828,85,0.1720444357718108
1828,86,0.17483693308724052
1828,87,0.190685467857075
1828,88,0.2267648566073401
1828,89,0.2004103964090989
1828,90,0.29602189271072243
1828,91,0.17387536973317125
1828,92,0.26909063214541024
1828,93,0.22154482840797582
1828,94,0.35120693713193274
1828,95,0.29763038661665103
1828,96,0.3631586291617203
1828,97,0.24479802013216673
1828,98,0.4928807454211834
1828,99,0.6274303918480346
1828,100,0.19118619296244813
1828,101,0.6448597497598014
1829,72,0.06737890196199693
1829,73,0.06947198128160031
1829,74,0.07265419127847111
1829,75,0.0824801968142326
1829,76,0.0921801325362462
1829,77,0.10727402981232674
1829,78,0.11907744510527525
1829,79,0.12243418897136618
1829,80,0.10501172287122938
1829,81,0.11943028140375125
1829,82,0.12634434793035998
1829,83,0.14385581471968742
1829,84,0.1595969885485524
1829,85,0.15820808380889936
1829,86,0.16642448190031767
1829,87,0.20450830010925566
1829,88,0.19943750427633591
1829,89,0.2713101006054304
1829,90,0.26294572269926075
1829,91,0.20522369643153604
1829,92,0.1761842491624126
1829,93,0.20529133954362352
1829,94,0.28499006151740647
1829,95,0.3010381930861599
1829,96,0.3091213602780481
1829,97,0.20944401893871062
1829,98,0.3658855735884622
1829,99,0.3804546792510737
1829,100,0.37632486816772726
1829,101,0.5958108121865366
1829,102,0.24373375179303805
1830,71,0.05834479718925993
1830,72,0.061350502013287504
1830,73,0.06555542498054674
1830,74,0.075998075998076
1830,75,0.08359548150142629
1830,76,0.08579743047018079
1830,77,0.09394379230849137
1830,78,0.09697800106569232
1830,79,0.1120489507948038
1830,80,0.11106556680311071
1830,81,0.11574418212463035
1830,82,0.13173771278923618
1830,83,0.14914897870040644
1830,84,0.14904106444946463
1830,85,0.15287541883549877
1830,86,0.1868784392649605
1830,87,0.19185748220674753
1830,88,0.2195507570470181
1830,89,0.23146106959465973
1830,90,0.280857216166303
1830,91,0.21352965451449987
1830,92,0.15885491822784262
1830,93,0.2219321996076693
1830,94,0.21026680447612273
1830,95,0.29126206956357553
1830,96,0.26243262039495774
1830,97,0.30165062575682694
1830,98,0.38117893881422976
1830,99,0.37888333431275795
1830,100,0.40135884498176555
1830,101,0.2166216215011231
1830,102,0.3581357452319236
1830,103,0.3978986839138214
1831,70,0.04834160267260101
1831,71,0.05189840065728948
1831,72,0.05626056604607926
1831,73,0.06651852976135521
1831,74,0.07314347373694555
1831,75,0.0696527208727486
1831,76,0.0765041617236831
1831,77,0.08028534638611316
1831,78,0.0938366112989741
1831,79,0.1065483133132375
1831,80,0.10713072249873888
1831,81,0.12109981422374412
1831,82,0.13746010090309901
1831,83,0.13920946174772889
1831,84,0.1419097822875692
1831,85,0.1685744778949229
1831,86,0.19337075464710207
1831,87,0.2338474309103192
1831,88,0.20717926100825548
1831,89,0.2192344934278623
1831,90,0.2516512061639785
1831,91,0.21534376048485537
1831,92,0.2044929869740455
1831,93,0.21612294837415216
1831,94,0.20860362892119869
1831,95,0.265957096310477
1831,96,0.29094594432927323
1831,97,0.47193926569805444
1831,98,0.2933733821712984
1831,99,0.47829246153693983
1831,100,0.31786964919592064
1831,101,0.22382709311986104
1831,102,0.6564552789383579
1831,103,0.5398981944016047
1832,69,0.044205837556626354
1832,70,0.04739652055822981
1832,71,0.05040673389514113
1832,72,0.05852762618114325
1832,73,0.0628545581516533
1832,74,0.06654469786135675
1832,75,0.07115322855194722
1832,76,0.07293460744473537
1832,77,0.08324376491176452
1832,78,0.09118140123510106
1832,79,0.10264140776418108
1832,80,0.10860843229645673
1832,81,0.12176326985988824
1832,82,0.12446957655211863
1832,83,0.12696551556210703
1832,84,0.1610260738918113
1832,85,0.15994494555277095
1832,86,0.21117443553609314
1832,87,0.20449540485486487
1832,88,0.19933294288869313
1832,89,0.2260563058598239
1832,90,0.22927599965116738
1832,91,0.2298472535195062
1832,92,0.24487349486932647
1832,93,0.20361567255506482
1832,94,0.2999507410727226
1832,95,0.325422349415698
1832,96,0.2954424392218695
1832,97,0.43139776968291876
1832,98,0.33605942264589844
1832,99,0.415274220948807
1832,100,0.3537414518024885
1832,101,0.7087377136393453
1832,102,1.2
1833,68,0.04259700399897432
1833,69,0.0458588084135549
1833,70,0.04776246735492801
1833,71,0.05438670134398103
1833,72,0.05803277749376508
1833,73,0.06676242636781392
1833,74,0.07110021068407948
1833,75,0.07281576552334856
1833,76,0.08434073065160191
1833,77,0.09354861617843241
1833,78,0.10622200759404976
1833,79,0.10901795156533131
1833,80,0.11086038030269683
1833,81,0.11529228282866356
1833,82,0.11936573728855793
1833,83,0.13355096129124677
1833,84,0.168786601377805
1833,85,0.19534082116504287
1833,86,0.19660926473956333
1833,87,0.19453684905154506
1833,88,0.22090806631387275
1833,89,0.24894334675080496
1833,90,0.21082237760235886
1833,91,0.20991038363858092
1833,92,0.27526064045609006
1833,93,0.23588509613985198
1833,94,0.3559459270615411
1833,95,0.4527022008763895
1833,96,0.30330465352632674
1833,97,0.27302297829276234
1833,98,0.4648319873747782
1833,99,0.3878527932264023
1833,100,0.22026451318672763
1833,101,0.7985722232300866
1834,67,0.040320407613355216
1834,68,0.04413793912770508
1834,69,0.04571750748856623
1834,70,0.05146091717734628
1834,71,0.05613776929173922
1834,72,0.06415955971245027
1834,73,0.06866196418043913
1834,74,0.07010907743494338
1834,75,0.08308025999182433
1834,76,0.09463019153729998
1834,77,0.10577001396047499
1834,78,0.1173750748931728
1834,79,0.1276274652710002
1834,80,0.10570273456017497
1834,81,0.1117281039531444
1834,82,0.13574133411010778
1834,83,0.12987372439855568
1834,84,0.19166211568299113
1834,85,0.16861891889912023
1834,86,0.20906241283170962
1834,87,0.20381330435485465
1834,88,0.2503044470262174
1834,89,0.23141102449937878
1834,90,0.1876186260246185
1834,91,0.21450332169338288
1834,92,0.27480761948466775
1834,93,0.3031427069709867
1834,94,0.3013570882882393
1834,95,0.4048549833726071
1834,96,0.3502181630256669
1834,97,0.3103991132974547
1834,98,0.30456462067176543
1834,99,0.49972169837504854
1834,100,0.22406603632850516
1834,101,0.41408860249091173
1834,102,0.22258086590527956
1835,66,0.03620742559067198
1835,67,0.04045097061362299
1835,68,0.04225594762643111
1835,69,0.04673003074446932
1835,70,0.052861879270621526
1835,71,0.05748485080998026
1835,72,0.06198545713887037
1835,73,0.06340227298475219
1835,74,0.07587035599284608
1835,75,0.08893430855015569
1835,76,0.0897228522157066
1835,77,0.10089020771513352
1835,78,0.11066853521548535
1835,79,0.12221912388377663
1835,80,0.10524510786129067
1835,81,0.09419262376313102
1835,82,0.13278424742102493
1835,83,0.16967396859984177
1835,84,0.15399127853179542
1835,85,0.16529920300597378
1835,86,0.20146957920683006
1835,87,0.20059092593992137
1835,88,0.22251767928353242
1835,89,0.22591940617974365
1835,90,0.205077924298264
1835,91,0.23234499322767177
1835,92,0.25001126555247805
1835,93,0.30565551011417763
1835,94,0.24437277583976041
1835,95,0.2972347091676883
1835,96,0.4257478386501732
1835,97,0.261545295002725
1835,98,0.41628565138963014
1835,99,0.5434747303789661
1835,100,0.21830248769515154
1835,101,0.571697908394417
1835,102,0.6608507414367264
1836,65,0.03261433584748826
1836,66,0.036543845939376325
1836,67,0.03819246901325005
1836,68,0.040725480169202945
1836,69,0.04635606332932185
1836,70,0.0479463419490475
1836,71,0.05166877005259033
1836,72,0.05273486086547173
1836,73,0.06246233911171649
1836,74,0.07361209771602635
1836,75,0.07007369423598561
1836,76,0.07977848324582724
