Age,qx,time_unit,subphylum
0,0.53016,years,VertNonMammal
1,0.235526988,years,VertNonMammal
2,0.228882454,years,VertNonMammal
3,0.220673719,years,VertNonMammal
4,0.212230716,years,VertNonMammal
5,0.204010821,years,VertNonMammal
6,0.195567048,years,VertNonMammal
7,0.186903012,years,VertNonMammal
8,0.178583531,years,VertNonMammal
9,0.169966997,years,VertNonMammal
10,0.161696488,years,VertNonMammal
11,0.152173913,years,VertNonMammal
