Age,qx,time_unit,subphylum
0,0.5999559999999999,years,PlantNonTree
1,0.340958177100519,years,PlantNonTree
2,0.33858175954810754,years,PlantNonTree
3,0.33747965784746736,years,PlantNonTree
4,0.33696351440330796,years,PlantNonTree
5,0.3367233492679199,years,PlantNonTree
