Age,qx,time_unit,subphylum
0,0.261437908,years,PlantNonTree
1,0.3141592921072911,years,PlantNonTree
2,0.1870967744228096,years,PlantNonTree
3,0.39682539717233556,years,PlantNonTree
4,0.26973684197281855,years,PlantNonTree
5,0.3693693691210128,years,PlantNonTree
6,0.057142859640816335,years,PlantNonTree
7,0.15151514926721765,years,PlantNonTree
8,0.2499999999999999,years,PlantNonTree
