Age,qx,time_unit,subphylum
0,0.52441561,years,VertMammal
1,0.168380338,years,VertMammal
2,0.109853964,years,VertMammal
3,0.054407379,years,VertMammal
5,0.054120371,years,VertMammal
6,0.077190431,years,VertMammal
7,0.054531464,years,VertMammal
8,0.066962516,years,VertMammal
9,0.102826968,years,VertMammal
10,0.080237012,years,VertMammal
11,0.15825693,years,VertMammal
12,0.165761004,years,VertMammal
13,0.264385618,years,VertMammal
