Age,qx,time_unit,subphylum
0,0.026599999999999957,years,PlantNonTree
1,0.10551571810149996,years,PlantNonTree
2,0.15259265342124817,years,PlantNonTree
3,0.1885017711736965,years,PlantNonTree
4,0.21806741073971858,years,PlantNonTree
5,0.24257163324197728,years,PlantNonTree
6,0.26283902990323316,years,PlantNonTree
7,0.27961970139813397,years,PlantNonTree
8,0.2935759334267012,years,PlantNonTree
9,0.3052599990025382,years,PlantNonTree
10,0.31511666607161726,years,PlantNonTree
