Age,qx,time_unit,subphylum
0,0.4742990654205608,years,VertMammal
1,0.5733333333333333,years,VertMammal
2,0.35416666666666674,years,VertMammal
3,0.25806451612903225,years,VertMammal
4,0.23913043478260876,years,VertMammal
5,0.20000000000000007,years,VertMammal
