Age,qx,time_unit,subphylum
0,0.24761904761904763,months,VertMammal
3,0.16455696202531644,months,VertMammal
6,0.24242424242424243,months,VertMammal
9,0.31999999999999995,months,VertMammal
12,0.5,months,VertMammal
15,0.2941176470588236,months,VertMammal
18,0.16666666666666674,months,VertMammal
21,0.19999999999999984,months,VertMammal
