Age,qx,time_unit,subphylum
0,1e-05,years,VertMammal
1,0.2584269662921348,years,VertMammal
2,0.13636363636363635,years,VertMammal
3,0.05263157894736836,years,VertMammal
4,0.07407407407407407,years,VertMammal
5,0.10000000000000009,years,VertMammal
6,0.0888888888888889,years,VertMammal
7,0.2195121951219513,years,VertMammal
8,0.1875,years,VertMammal
9,0.23076923076923073,years,VertMammal
10,0.4,years,VertMammal
11,0.25,years,VertMammal
