Age,qx,time_unit,subphylum
0,0.19999999999999996,years,VertMammal
1,0.03333333333333344,years,VertMammal
2,0.03448275862068961,years,VertMammal
3,0.1964285714285715,years,VertMammal
4,0.3555555555555555,years,VertMammal
5,0.48275862068965514,years,VertMammal
6,0.5333333333333333,years,VertMammal
