Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
1901,22,0.00377,0.00376,0.50,78589,295,78440,4003104,50.94
1901,23,0.00361,0.00361,0.50,78293,282,78151,3924664,50.13
1901,24,0.00372,0.00372,0.50,78011,290,77867,3846513,49.31
1901,25,0.00416,0.00415,0.51,77721,323,77562,3768646,48.49
1901,26,0.00376,0.00376,0.49,77398,291,77251,3691084,47.69
1901,27,0.00370,0.00370,0.50,77108,285,76966,3613832,46.87
1901,28,0.00368,0.00367,0.50,76823,282,76682,3536866,46.04
1901,29,0.00374,0.00373,0.49,76540,286,76395,3460184,45.21
1901,30,0.00410,0.00409,0.50,76255,312,76100,3383788,44.37
1901,31,0.00359,0.00358,0.50,75942,272,75807,3307688,43.56
1901,32,0.00323,0.00323,0.51,75670,244,75552,3231882,42.71
1901,33,0.00381,0.00380,0.51,75426,287,75285,3156330,41.85
1901,34,0.00386,0.00386,0.51,75140,290,74999,3081044,41.00
1901,35,0.00359,0.00359,0.50,74850,269,74716,3006046,40.16
1901,36,0.00361,0.00360,0.52,74581,268,74452,2931329,39.30
1901,37,0.00373,0.00373,0.51,74313,277,74176,2856877,38.44
1901,38,0.00392,0.00391,0.50,74036,289,73892,2782701,37.59
1901,39,0.00400,0.00400,0.51,73747,295,73603,2708809,36.73
1901,40,0.00347,0.00346,0.51,73452,254,73327,2635205,35.88
1901,41,0.00372,0.00371,0.51,73197,272,73064,2561879,35.00
1901,42,0.00436,0.00435,0.51,72926,317,72769,2488814,34.13
1901,43,0.00501,0.00499,0.48,72609,363,72422,2416045,33.27
1901,44,0.00471,0.00470,0.51,72246,340,72078,2343624,32.44
1901,45,0.00446,0.00445,0.50,71906,320,71747,2271546,31.59
1901,46,0.00498,0.00497,0.49,71586,356,71405,2199799,30.73
1901,47,0.00586,0.00584,0.49,71230,416,71020,2128394,29.88
1901,48,0.00550,0.00548,0.51,70814,388,70624,2057374,29.05
1901,49,0.00591,0.00590,0.51,70426,415,70221,1986750,28.21
1901,50,0.00654,0.00652,0.49,70011,456,69778,1916529,27.37
1901,51,0.00650,0.00648,0.51,69554,451,69333,1846751,26.55
1901,52,0.00765,0.00763,0.51,69103,527,68843,1777418,25.72
1901,53,0.00820,0.00817,0.52,68577,560,68305,1708575,24.91
1901,54,0.00869,0.00866,0.50,68016,589,67721,1640271,24.12
1901,55,0.00943,0.00939,0.50,67428,633,67114,1572550,23.32
1901,56,0.01056,0.01051,0.49,66795,702,66436,1505436,22.54
1901,57,0.01051,0.01046,0.49,66093,691,65743,1439000,21.77
1901,58,0.01260,0.01252,0.50,65402,819,64996,1373258,21.00
1901,59,0.01351,0.01342,0.50,64583,867,64152,1308262,20.26
1901,60,0.01361,0.01352,0.50,63716,861,63287,1244110,19.53
1901,61,0.01576,0.01564,0.50,62855,983,62363,1180823,18.79
1901,62,0.01776,0.01761,0.50,61872,1089,61326,1118460,18.08
1901,63,0.01919,0.01901,0.51,60783,1156,60218,1057134,17.39
1901,64,0.01985,0.01966,0.51,59627,1172,59052,996915,16.72
1901,65,0.02208,0.02184,0.50,58455,1277,57811,937863,16.04
1901,66,0.02425,0.02396,0.51,57178,1370,56501,880052,15.39
1901,67,0.02503,0.02472,0.51,55808,1380,55133,823551,14.76
1901,68,0.02967,0.02924,0.50,54429,1591,53635,768418,14.12
1901,69,0.03000,0.02957,0.51,52837,1562,52074,714783,13.53
1901,70,0.03129,0.03082,0.50,51275,1580,50492,662709,12.92
1901,71,0.03508,0.03448,0.50,49695,1714,48844,612217,12.32
1901,72,0.03825,0.03753,0.50,47981,1801,47078,563373,11.74
1901,73,0.04140,0.04056,0.50,46180,1873,45238,516295,11.18
1901,74,0.04441,0.04345,0.51,44308,1925,43357,471057,10.63
1901,75,0.04747,0.04637,0.50,42382,1965,41406,427700,10.09
1901,76,0.05108,0.04982,0.50,40417,2013,39416,386294,9.56
1901,77,0.05640,0.05485,0.50,38403,2107,37350,346878,9.03
1901,78,0.06196,0.06013,0.51,36297,2182,35221,309528,8.53
1901,79,0.07096,0.06856,0.51,34114,2339,32962,274307,8.04
1901,80,0.07483,0.07214,0.50,31775,2292,30637,241345,7.60
1901,81,0.08822,0.08454,0.51,29483,2492,28254,210709,7.15
1901,82,0.09044,0.08649,0.49,26991,2334,25811,182455,6.76
1901,83,0.09997,0.09523,0.50,24656,2348,23487,156644,6.35
1901,84,0.10966,0.10403,0.51,22308,2321,21163,133157,5.97
1901,85,0.11582,0.10961,0.51,19988,2191,18917,111994,5.60
1901,86,0.12192,0.11504,0.51,17797,2047,16793,93077,5.23
1901,87,0.13428,0.12574,0.49,15750,1980,14748,76284,4.84
1901,88,0.16958,0.15660,0.51,13769,2156,12715,61536,4.47
1901,89,0.17588,0.16178,0.50,11613,1879,10682,48821,4.20
1901,90,0.18892,0.17267,0.50,9734,1681,8897,38139,3.92
1901,91,0.20832,0.18908,0.51,8053,1523,7309,29242,3.63
1901,92,0.24239,0.21616,0.50,6531,1412,5824,21932,3.36
1901,93,0.24627,0.21952,0.51,5119,1124,4563,16108,3.15
1901,94,0.28549,0.25007,0.50,3995,999,3499,11546,2.89
1901,95,0.30831,0.26774,0.51,2996,802,2602,8046,2.69
1901,96,0.36046,0.30549,0.50,2194,670,1859,5444,2.48
1901,97,0.37775,0.31684,0.49,1524,483,1278,3585,2.35
1901,98,0.43094,0.35412,0.50,1041,369,855,2307,2.22
1901,99,0.39703,0.32866,0.48,672,221,557,1451,2.16
1901,100,0.45666,0.37123,0.50,451,168,367,895,1.98
1901,101,0.45477,0.36900,0.49,284,105,230,528,1.86
1901,102,0.54876,0.43275,0.51,179,77,141,297,1.66
1901,103,0.63219,0.47423,0.47,102,48,76,156,1.54
1901,104,0.57414,0.45098,0.52,53,24,42,80,1.50
1901,105,0.66561,0.50000,0.50,29,15,22,38,1.30
1901,106,0.58021,0.42857,0.39,15,6,11,16,1.10
1901,107,1.49412,0.87500,0.53,8,7,5,5,0.63
1901,108,2.99332,1.00000,0.33,1,1,0,0,0.33
1902,0,0.14926,0.13524,0.31,100000,13524,90610,5812124,58.12
1902,1,0.02346,0.02319,0.50,86476,2005,85471,5721514,66.16
1902,2,0.01129,0.01123,0.49,84471,948,83987,5636043,66.72
1902,3,0.00652,0.00650,0.50,83522,543,83250,5552057,66.47
1902,4,0.00485,0.00484,0.50,82979,401,82780,5468806,65.91
1902,5,0.00337,0.00336,0.51,82578,278,82442,5386026,65.22
1902,6,0.00321,0.00321,0.51,82300,264,82171,5303584,64.44
1902,7,0.00277,0.00276,0.51,82036,227,81925,5221412,63.65
1902,8,0.00248,0.00248,0.52,81810,203,81712,5139488,62.82
1902,9,0.00216,0.00216,0.51,81607,176,81520,5057776,61.98
1902,10,0.00192,0.00192,0.51,81431,156,81355,4976256,61.11
1902,11,0.00167,0.00167,0.50,81275,136,81206,4894901,60.23
1902,12,0.00167,0.00167,0.53,81139,136,81075,4813694,59.33
1902,13,0.00189,0.00189,0.49,81003,153,80925,4732620,58.43
1902,14,0.00218,0.00218,0.53,80850,176,80767,4651695,57.53
1902,15,0.00326,0.00325,0.54,80674,263,80553,4570927,56.66
1902,16,0.00681,0.00679,0.45,80411,546,80113,4490374,55.84
1902,17,0.00381,0.00380,0.53,79865,304,79724,4410261,55.22
1902,18,0.00364,0.00363,0.51,79562,289,79420,4330538,54.43
1902,19,0.00366,0.00365,0.50,79273,290,79129,4251118,53.63
1902,20,0.00360,0.00359,0.50,78983,284,78840,4171989,52.82
1902,21,0.00359,0.00358,0.50,78699,282,78558,4093149,52.01
1902,22,0.00399,0.00398,0.51,78417,312,78264,4014591,51.20
1902,23,0.00375,0.00374,0.49,78105,292,77957,3936328,50.40
1902,24,0.00393,0.00392,0.52,77813,305,77666,3858371,49.59
1902,25,0.00406,0.00405,0.52,77508,314,77358,3780705,48.78
1902,26,0.00407,0.00406,0.51,77194,313,77039,3703348,47.97
1902,27,0.00333,0.00332,0.49,76880,256,76750,3626309,47.17
1902,28,0.00378,0.00377,0.49,76625,289,76477,3549559,46.32
1902,29,0.00358,0.00357,0.50,76336,273,76201,3473082,45.50
1902,30,0.00362,0.00361,0.51,76063,275,75929,3396882,44.66
1902,31,0.00337,0.00336,0.52,75788,255,75667,3320952,43.82
1902,32,0.00391,0.00390,0.53,75533,295,75396,3245285,42.96
1902,33,0.00346,0.00345,0.51,75239,260,75113,3169889,42.13
1902,34,0.00325,0.00325,0.50,74979,243,74859,3094776,41.28
1902,35,0.00341,0.00341,0.51,74736,255,74610,3019918,40.41
1902,36,0.00345,0.00344,0.48,74481,256,74349,2945307,39.54
1902,37,0.00360,0.00359,0.51,74225,267,74093,2870958,38.68
1902,38,0.00305,0.00305,0.50,73958,225,73846,2796865,37.82
1902,39,0.00353,0.00352,0.49,73733,260,73600,2723020,36.93
1902,40,0.00341,0.00341,0.51,73473,250,73350,2649420,36.06
1902,41,0.00398,0.00397,0.51,73223,291,73081,2576069,35.18
1902,42,0.00489,0.00487,0.52,72932,355,72760,2502988,34.32
1902,43,0.00416,0.00416,0.51,72576,302,72429,2430228,33.49
1902,44,0.00391,0.00391,0.49,72275,282,72131,2357799,32.62
1902,45,0.00530,0.00528,0.50,71992,380,71801,2285668,31.75
1902,46,0.00555,0.00553,0.49,71612,396,71411,2213868,30.91
1902,47,0.00481,0.00480,0.50,71216,342,71044,2142457,30.08
1902,48,0.00579,0.00577,0.51,70874,409,70673,2071413,29.23
1902,49,0.00615,0.00613,0.50,70465,432,70247,2000740,28.39
1902,50,0.00636,0.00634,0.51,70033,444,69815,1930493,27.57
1902,51,0.00717,0.00715,0.50,69589,497,69341,1860678,26.74
1902,52,0.00734,0.00731,0.51,69091,505,68842,1791337,25.93
1902,53,0.00751,0.00749,0.51,68586,513,68335,1722495,25.11
1902,54,0.00827,0.00824,0.49,68073,561,67790,1654159,24.30
1902,55,0.00974,0.00969,0.50,67512,654,67188,1586370,23.50
1902,56,0.00953,0.00949,0.52,66858,634,66551,1519182,22.72
1902,57,0.01066,0.01060,0.51,66224,702,65878,1452631,21.94
1902,58,0.01185,0.01178,0.51,65521,772,65141,1386753,21.16
1902,59,0.01335,0.01327,0.51,64750,859,64331,1321612,20.41
1902,60,0.01482,0.01472,0.51,63891,940,63429,1257281,19.68
1902,61,0.01548,0.01536,0.50,62951,967,62466,1193852,18.96
1902,62,0.01649,0.01636,0.50,61984,1014,61478,1131386,18.25
1902,63,0.01796,0.01780,0.50,60970,1085,60431,1069908,17.55
1902,64,0.01904,0.01887,0.50,59884,1130,59323,1009477,16.86
1902,65,0.02114,0.02092,0.50,58755,1229,58145,950154,16.17
1902,66,0.02410,0.02381,0.51,57525,1370,56852,892009,15.51
1902,67,0.02642,0.02607,0.50,56155,1464,55422,835158,14.87
1902,68,0.02769,0.02732,0.50,54691,1494,53950,779736,14.26
1902,69,0.02993,0.02949,0.50,53197,1569,52414,725786,13.64
1902,70,0.03222,0.03172,0.51,51629,1638,50827,673371,13.04
1902,71,0.03478,0.03419,0.51,49991,1709,49147,622545,12.45
1902,72,0.03609,0.03545,0.50,48282,1712,47427,573397,11.88
1902,73,0.03998,0.03920,0.50,46570,1825,45660,525970,11.29
1902,74,0.04336,0.04244,0.50,44745,1899,43802,480310,10.73
1902,75,0.04731,0.04623,0.50,42846,1981,41860,436508,10.19
1902,76,0.05282,0.05147,0.50,40865,2103,39823,394648,9.66
1902,77,0.05568,0.05419,0.51,38762,2101,37723,354826,9.15
1902,78,0.06230,0.06042,0.50,36661,2215,35555,317103,8.65
1902,79,0.06938,0.06708,0.51,34446,2311,33305,281548,8.17
1902,80,0.07624,0.07346,0.50,32135,2361,30963,248243,7.72
1902,81,0.07832,0.07537,0.50,29775,2244,28653,217280,7.30
1902,82,0.08572,0.08224,0.51,27531,2264,26411,188627,6.85
1902,83,0.09718,0.09276,0.51,25267,2344,24118,162216,6.42
1902,84,0.10030,0.09548,0.50,22923,2189,21821,138098,6.02
1902,85,0.11063,0.10485,0.50,20734,2174,19650,116277,5.61
1902,86,0.12512,0.11775,0.50,18560,2185,17466,96626,5.21
1902,87,0.15661,0.14537,0.51,16375,2380,15200,79160,4.83
1902,88,0.15858,0.14702,0.50,13994,2057,12975,63960,4.57
1902,89,0.16823,0.15506,0.49,11937,1851,11002,50985,4.27
1902,90,0.18554,0.17010,0.51,10086,1716,9247,39983,3.96
1902,91,0.20660,0.18730,0.50,8370,1568,7589,30736,3.67
1902,92,0.23193,0.20780,0.50,6803,1414,6095,23148,3.40
1902,93,0.26266,0.23254,0.51,5389,1253,4771,17053,3.16
1902,94,0.29152,0.25532,0.51,4136,1056,3622,12282,2.97
1902,95,0.30073,0.26183,0.51,3080,806,2682,8659,2.81
1902,96,0.34718,0.29613,0.50,2274,673,1939,5978,2.63
1902,97,0.34590,0.29554,0.51,1600,473,1367,4038,2.52
1902,98,0.36184,0.30605,0.50,1127,345,953,2671,2.37
1902,99,0.41093,0.34048,0.50,782,266,648,1718,2.20
1902,100,0.46498,0.37805,0.51,516,195,419,1069,2.07
1902,101,0.42657,0.34967,0.48,321,112,263,650,2.03
1902,102,0.43526,0.35678,0.49,209,74,171,387,1.85
1902,103,0.67446,0.49219,0.45,134,66,98,216,1.61
1902,104,0.65681,0.49231,0.49,68,34,51,118,1.73
1902,105,0.62478,0.45455,0.40,35,16,25,67,1.93
1902,106,0.58492,0.44444,0.46,19,8,14,42,2.21
1902,107,0.49955,0.40000,0.50,10,4,8,27,2.60
1902,108,0.69177,0.50000,0.45,6,3,5,19,3.00
1902,109,0.37445,0.33333,0.67,3,1,3,14,4.56
1902,110,0.18176,1.00000,5.50,2,2,12,12,5.50
1903,0,0.14674,0.13318,0.31,100000,13318,90755,5841288,58.41
1903,1,0.02713,0.02676,0.49,86682,2320,85488,5750533,66.34
1903,2,0.00943,0.00939,0.50,84363,792,83964,5665045,67.15
1903,3,0.00635,0.00633,0.49,83571,529,83303,5581081,66.78
1903,4,0.00446,0.00445,0.50,83042,370,82857,5497778,66.21
1903,5,0.00378,0.00378,0.53,82672,312,82524,5414921,65.50
1903,6,0.00293,0.00293,0.51,82359,241,82242,5332397,64.75
1903,7,0.00258,0.00257,0.50,82118,211,82012,5250156,63.93
1903,8,0.00243,0.00242,0.48,81907,199,81804,5168143,63.10
1903,9,0.00202,0.00202,0.51,81708,165,81627,5086339,62.25
1903,10,0.00176,0.00176,0.51,81544,143,81473,5004712,61.37
1903,11,0.00178,0.00177,0.51,81400,144,81329,4923239,60.48
1903,12,0.00175,0.00175,0.52,81256,142,81187,4841910,59.59
1903,13,0.00206,0.00206,0.54,81114,167,81037,4760723,58.69
1903,14,0.00289,0.00288,0.55,80946,233,80842,4679686,57.81
1903,15,0.00500,0.00499,0.46,80713,403,80496,4598844,56.98
1903,16,0.00365,0.00365,0.53,80310,293,80173,4518348,56.26
1903,17,0.00348,0.00348,0.52,80017,278,79883,4438175,55.47
1903,18,0.00343,0.00342,0.51,79739,273,79606,4358291,54.66
1903,19,0.00337,0.00336,0.52,79466,267,79338,4278685,53.84
1903,20,0.00407,0.00406,0.51,79199,322,79042,4199347,53.02
1903,21,0.00360,0.00359,0.49,78878,284,78733,4120305,52.24
1903,22,0.00374,0.00373,0.52,78594,293,78452,4041572,51.42
1903,23,0.00390,0.00389,0.50,78301,305,78149,3963120,50.61
1903,24,0.00417,0.00416,0.51,77996,325,77837,3884971,49.81
1903,25,0.00381,0.00381,0.51,77671,296,77527,3807134,49.02
1903,26,0.00389,0.00388,0.49,77375,301,77223,3729607,48.20
1903,27,0.00401,0.00401,0.51,77075,309,76924,3652383,47.39
1903,28,0.00323,0.00323,0.49,76766,248,76639,3575459,46.58
1903,29,0.00358,0.00357,0.49,76518,273,76379,3498821,45.73
1903,30,0.00349,0.00349,0.49,76245,266,76109,3422442,44.89
1903,31,0.00382,0.00381,0.52,75980,290,75841,3346333,44.04
1903,32,0.00300,0.00300,0.49,75690,227,75574,3270492,43.21
1903,33,0.00331,0.00331,0.49,75463,249,75336,3194918,42.34
1903,34,0.00332,0.00331,0.49,75214,249,75085,3119582,41.48
1903,35,0.00373,0.00373,0.53,74964,279,74832,3044497,40.61
1903,36,0.00314,0.00314,0.49,74685,234,74566,2969665,39.76
1903,37,0.00352,0.00351,0.50,74451,261,74321,2895099,38.89
1903,38,0.00313,0.00312,0.49,74189,232,74071,2820778,38.02
1903,39,0.00366,0.00366,0.49,73958,270,73821,2746707,37.14
1903,40,0.00369,0.00368,0.53,73687,271,73559,2672886,36.27
1903,41,0.00395,0.00394,0.52,73416,289,73276,2599327,35.41
1903,42,0.00393,0.00393,0.51,73127,287,72987,2526051,34.54
1903,43,0.00377,0.00376,0.50,72840,274,72704,2453064,33.68
1903,44,0.00436,0.00435,0.49,72566,316,72405,2380360,32.80
1903,45,0.00461,0.00460,0.50,72250,332,72085,2307956,31.94
1903,46,0.00490,0.00489,0.51,71918,351,71745,2235871,31.09
1903,47,0.00507,0.00505,0.49,71567,362,71382,2164126,30.24
1903,48,0.00561,0.00559,0.49,71205,398,71001,2092744,29.39
1903,49,0.00544,0.00542,0.51,70807,384,70618,2021743,28.55
1903,50,0.00587,0.00585,0.50,70423,412,70216,1951125,27.71
1903,51,0.00680,0.00677,0.50,70011,474,69773,1880909,26.87
1903,52,0.00788,0.00785,0.51,69537,546,69267,1811136,26.05
1903,53,0.00781,0.00778,0.50,68991,537,68723,1741869,25.25
1903,54,0.00858,0.00854,0.50,68454,584,68161,1673147,24.44
1903,55,0.00848,0.00845,0.50,67869,573,67585,1604986,23.65
1903,56,0.00996,0.00991,0.49,67296,667,66959,1537401,22.85
1903,57,0.01006,0.01001,0.51,66629,667,66305,1470441,22.07
1903,58,0.01183,0.01177,0.51,65962,776,65581,1404137,21.29
1903,59,0.01311,0.01303,0.51,65186,850,64774,1338555,20.53
1903,60,0.01431,0.01421,0.51,64337,914,63887,1273781,19.80
1903,61,0.01595,0.01582,0.50,63422,1004,62921,1209894,19.08
1903,62,0.01689,0.01675,0.49,62419,1046,61891,1146974,18.38
1903,63,0.01761,0.01745,0.50,61373,1071,60837,1085083,17.68
1903,64,0.01938,0.01920,0.50,60302,1158,59726,1024246,16.99
1903,65,0.02158,0.02136,0.51,59144,1263,58524,964520,16.31
1903,66,0.02395,0.02366,0.50,57881,1370,57195,905996,15.65
1903,67,0.02441,0.02412,0.50,56512,1363,55834,848801,15.02
1903,68,0.02656,0.02621,0.51,55149,1446,54434,792967,14.38
1903,69,0.02908,0.02866,0.50,53703,1539,52936,738533,13.75
1903,70,0.02966,0.02923,0.51,52164,1525,51412,685597,13.14
1903,71,0.03397,0.03340,0.49,50639,1691,49783,634185,12.52
1903,72,0.03587,0.03525,0.51,48948,1725,48106,584402,11.94
1903,73,0.03691,0.03624,0.50,47222,1711,46364,536296,11.36
1903,74,0.04366,0.04275,0.51,45511,1945,44555,489933,10.77
1903,75,0.04457,0.04361,0.51,43566,1900,42626,445378,10.22
1903,76,0.05228,0.05096,0.50,41666,2123,40614,402752,9.67
1903,77,0.05722,0.05565,0.51,39542,2201,38458,362138,9.16
1903,78,0.06125,0.05943,0.50,37342,2219,36233,323680,8.67
1903,79,0.06798,0.06574,0.50,35123,2309,33963,287447,8.18
1903,80,0.07132,0.06886,0.50,32814,2260,31680,253484,7.72
1903,81,0.07833,0.07539,0.50,30554,2303,29406,221803,7.26
1903,82,0.09192,0.08795,0.51,28251,2485,27032,192397,6.81
1903,83,0.09246,0.08840,0.50,25766,2278,24635,165365,6.42
1903,84,0.10197,0.09707,0.50,23488,2280,22358,140730,5.99
1903,85,0.11185,0.10598,0.51,21208,2248,20096,118372,5.58
1903,86,0.13546,0.12703,0.51,18961,2409,17781,98276,5.18
1903,87,0.14153,0.13230,0.51,16552,2190,15473,80495,4.86
1903,88,0.15799,0.14665,0.51,14362,2106,13331,65022,4.53
1903,89,0.16992,0.15673,0.50,12256,1921,11304,51691,4.22
1903,90,0.18914,0.17299,0.51,10335,1788,9453,40387,3.91
1903,91,0.21192,0.19175,0.50,8547,1639,7734,30933,3.62
1903,92,0.24350,0.21738,0.51,6908,1502,6167,23200,3.36
1903,93,0.26380,0.23315,0.50,5407,1261,4778,17032,3.15
1903,94,0.28330,0.24845,0.50,4146,1030,3636,12254,2.96
1903,95,0.30668,0.26591,0.50,3116,829,2702,8618,2.77
1903,96,0.35054,0.29803,0.50,2287,682,1945,5916,2.59
1903,97,0.33808,0.28972,0.51,1606,465,1376,3971,2.47
1903,98,0.39360,0.32895,0.50,1140,375,953,2595,2.28
1903,99,0.40324,0.33473,0.49,765,256,635,1642,2.15
1903,100,0.44915,0.36842,0.51,509,188,418,1007,1.98
1903,101,0.54457,0.43000,0.51,322,138,254,589,1.83
1903,102,0.53960,0.42105,0.48,183,77,143,335,1.83
1903,103,0.43004,0.35354,0.50,106,38,87,192,1.81
1903,104,0.64075,0.48438,0.50,69,33,52,105,1.53
1903,105,0.74911,0.54545,0.50,35,19,26,53,1.51
1903,106,0.31571,0.26667,0.42,16,4,14,28,1.71
1903,107,0.74911,0.54545,0.50,12,6,9,14,1.18
1903,108,1.19661,0.80000,0.59,5,4,4,5,1.00
1903,109,0.00000,0.00000,0.50,1,0,1,2,1.67
1903,110,1.49298,1.00000,0.67,1,1,1,1,0.67
1904,0,0.15361,0.13881,0.31,100000,13881,90363,5877733,58.78
1904,1,0.02149,0.02125,0.48,86119,1830,85171,5787370,67.20
1904,2,0.00945,0.00941,0.50,84289,793,83892,5702199,67.65
1904,3,0.00577,0.00576,0.51,83496,481,83261,5618307,67.29
1904,4,0.00483,0.00481,0.53,83015,400,82826,5535046,66.68
1904,5,0.00367,0.00367,0.50,82616,303,82465,5452220,66.00
1904,6,0.00282,0.00281,0.51,82313,232,82198,5369755,65.24
1904,7,0.00262,0.00262,0.49,82081,215,81971,5287557,64.42
1904,8,0.00204,0.00203,0.52,81866,166,81786,5205586,63.59
1904,9,0.00173,0.00173,0.50,81700,141,81630,5123800,62.71
1904,10,0.00169,0.00169,0.50,81559,138,81490,5042171,61.82
1904,11,0.00148,0.00148,0.48,81421,120,81357,4960681,60.93
1904,12,0.00205,0.00204,0.51,81300,166,81219,4879323,60.02
1904,13,0.00217,0.00216,0.53,81134,176,81051,4798104,59.14
1904,14,0.00370,0.00369,0.45,80959,299,80794,4717053,58.27
1904,15,0.00292,0.00291,0.53,80660,235,80550,4636259,57.48
1904,16,0.00294,0.00293,0.52,80425,236,80313,4555709,56.65
1904,17,0.00296,0.00296,0.51,80189,237,80074,4475396,55.81
1904,18,0.00288,0.00287,0.53,79952,230,79843,4395322,54.97
1904,19,0.00357,0.00356,0.52,79722,284,79585,4315479,54.13
1904,20,0.00333,0.00332,0.51,79438,264,79308,4235894,53.32
1904,21,0.00348,0.00347,0.51,79174,275,79040,4156586,52.50
1904,22,0.00378,0.00378,0.51,78899,298,78753,4077546,51.68
1904,23,0.00408,0.00407,0.50,78601,320,78442,3998793,50.87
1904,24,0.00388,0.00388,0.51,78281,303,78131,3920350,50.08
1904,25,0.00417,0.00416,0.51,77978,325,77818,3842219,49.27
1904,26,0.00380,0.00379,0.53,77653,295,77513,3764401,48.48
1904,27,0.00372,0.00372,0.51,77359,288,77217,3686888,47.66
1904,28,0.00375,0.00375,0.51,77071,289,76930,3609671,46.84
1904,29,0.00319,0.00318,0.49,76782,244,76658,3532741,46.01
1904,30,0.00345,0.00344,0.50,76538,264,76406,3456082,45.16
1904,31,0.00362,0.00361,0.52,76274,275,76142,3379677,44.31
1904,32,0.00315,0.00314,0.52,75999,239,75883,3303534,43.47
1904,33,0.00297,0.00296,0.50,75760,225,75648,3227651,42.60
1904,34,0.00341,0.00340,0.52,75536,257,75411,3152003,41.73
1904,35,0.00334,0.00334,0.51,75279,251,75156,3076592,40.87
1904,36,0.00288,0.00288,0.51,75027,216,74922,3001436,40.00
1904,37,0.00317,0.00316,0.51,74811,236,74696,2926514,39.12
1904,38,0.00312,0.00311,0.50,74575,232,74458,2851818,38.24
1904,39,0.00301,0.00300,0.50,74343,223,74232,2777360,37.36
1904,40,0.00360,0.00359,0.51,74120,266,73990,2703129,36.47
1904,41,0.00395,0.00394,0.49,73853,291,73705,2629139,35.60
1904,42,0.00408,0.00408,0.50,73562,300,73412,2555433,34.74
1904,43,0.00416,0.00415,0.51,73262,304,73112,2482021,33.88
1904,44,0.00446,0.00445,0.51,72958,324,72798,2408909,33.02
1904,45,0.00400,0.00399,0.49,72634,290,72486,2336111,32.16
1904,46,0.00490,0.00488,0.50,72344,353,72168,2263625,31.29
1904,47,0.00474,0.00473,0.50,71990,340,71821,2191457,30.44
1904,48,0.00528,0.00527,0.50,71650,377,71463,2119636,29.58
1904,49,0.00590,0.00588,0.50,71273,419,71063,2048172,28.74
1904,50,0.00612,0.00610,0.50,70854,432,70637,1977109,27.90
1904,51,0.00669,0.00667,0.50,70422,470,70189,1906472,27.07
1904,52,0.00756,0.00753,0.50,69952,527,69686,1836283,26.25
1904,53,0.00728,0.00726,0.50,69425,504,69174,1766597,25.45
1904,54,0.00885,0.00881,0.52,68921,607,68627,1697423,24.63
1904,55,0.00925,0.00921,0.50,68314,629,67997,1628796,23.84
1904,56,0.00863,0.00859,0.51,67685,582,67398,1560798,23.06
1904,57,0.01167,0.01160,0.50,67103,779,66718,1493400,22.26
1904,58,0.01267,0.01259,0.50,66325,835,65911,1426683,21.51
1904,59,0.01192,0.01185,0.50,65490,776,65102,1360772,20.78
1904,60,0.01395,0.01386,0.50,64713,897,64268,1295670,20.02
1904,61,0.01427,0.01417,0.51,63816,905,63371,1231402,19.30
1904,62,0.01560,0.01548,0.51,62912,974,62430,1168031,18.57
1904,63,0.01752,0.01737,0.50,61938,1076,61401,1105601,17.85
1904,64,0.01963,0.01944,0.50,60862,1183,60269,1044201,17.16
1904,65,0.02140,0.02117,0.50,59679,1264,59048,983932,16.49
1904,66,0.02137,0.02115,0.51,58415,1235,57805,924884,15.83
1904,67,0.02532,0.02501,0.50,57180,1430,56470,867079,15.16
1904,68,0.02569,0.02537,0.51,55750,1414,55051,810608,14.54
1904,69,0.02771,0.02733,0.50,54336,1485,53593,755557,13.91
1904,70,0.02960,0.02916,0.50,52851,1541,52078,701964,13.28
1904,71,0.03248,0.03197,0.51,51309,1640,50503,649886,12.67
1904,72,0.03338,0.03283,0.50,49669,1631,48849,599383,12.07
1904,73,0.03884,0.03811,0.51,48038,1831,47140,550534,11.46
1904,74,0.04218,0.04131,0.50,46207,1909,45255,503394,10.89
1904,75,0.04527,0.04427,0.50,44299,1961,43321,458139,10.34
1904,76,0.05101,0.04975,0.51,42338,2106,41297,414818,9.80
1904,77,0.05571,0.05419,0.50,40231,2180,39137,373521,9.28
1904,78,0.05832,0.05669,0.51,38051,2157,36985,334385,8.79
1904,79,0.06399,0.06201,0.50,35894,2226,34781,297400,8.29
1904,80,0.07043,0.06802,0.50,33668,2290,32519,262618,7.80
1904,81,0.08088,0.07777,0.51,31378,2440,30172,230100,7.33
1904,82,0.08003,0.07698,0.51,28938,2228,27838,199928,6.91
1904,83,0.09362,0.08947,0.50,26710,2390,25524,172089,6.44
1904,84,0.10023,0.09547,0.50,24320,2322,23166,146566,6.03
1904,85,0.12072,0.11401,0.51,21998,2508,20776,123400,5.61
1904,86,0.12394,0.11664,0.49,19490,2273,18341,102624,5.27
1904,87,0.13617,0.12761,0.51,17217,2197,16135,84282,4.90
1904,88,0.15338,0.14247,0.50,15020,2140,13953,68147,4.54
1904,89,0.16451,0.15202,0.50,12880,1958,11902,54194,4.21
1904,90,0.19304,0.17637,0.51,10922,1926,9979,42292,3.87
1904,91,0.21628,0.19532,0.50,8996,1757,8124,32313,3.59
1904,92,0.24105,0.21511,0.50,7239,1557,6460,24189,3.34
