Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
1876,0,0.26191,0.22161,0.31,100000,22161,84614,4503342,45.03
1876,1,0.04373,0.04277,0.49,77839,3329,76125,4418728,56.77
1876,2,0.01968,0.01949,0.49,74510,1452,73773,4342603,58.28
1876,3,0.01391,0.01382,0.52,73057,1009,72573,4268831,58.43
1876,4,0.01227,0.01220,0.50,72048,879,71611,4196258,58.24
1876,5,0.00984,0.00980,0.52,71169,697,70833,4124647,57.96
1876,6,0.00579,0.00578,0.51,70472,407,70272,4053814,57.52
1876,7,0.00469,0.00468,0.53,70065,328,69910,3983543,56.86
1876,8,0.00420,0.00419,0.51,69737,292,69594,3913633,56.12
1876,9,0.00379,0.00379,0.50,69445,263,69314,3844039,55.35
1876,10,0.00249,0.00249,0.48,69182,172,69092,3774725,54.56
1876,11,0.00264,0.00263,0.52,69009,182,68922,3705633,53.70
1876,12,0.00307,0.00306,0.52,68827,211,68726,3636711,52.84
1876,13,0.00330,0.00330,0.53,68617,226,68511,3567985,52.00
1876,14,0.00351,0.00350,0.52,68390,240,68276,3499475,51.17
1876,15,0.00392,0.00391,0.50,68150,267,68017,3431199,50.35
1876,16,0.00416,0.00415,0.50,67884,282,67743,3363182,49.54
1876,17,0.00469,0.00468,0.52,67602,316,67450,3295439,48.75
1876,18,0.00514,0.00513,0.52,67285,345,67118,3227988,47.97
1876,19,0.00536,0.00534,0.50,66940,358,66763,3160870,47.22
1876,20,0.00580,0.00578,0.50,66583,385,66391,3094107,46.47
1876,21,0.00518,0.00516,0.51,66197,342,66032,3027716,45.74
1876,22,0.00503,0.00502,0.49,65855,330,65686,2961685,44.97
1876,23,0.00599,0.00597,0.50,65525,391,65329,2895999,44.20
1876,24,0.00565,0.00563,0.50,65134,367,64949,2830669,43.46
1876,25,0.00530,0.00528,0.50,64767,342,64596,2765720,42.70
1876,26,0.00598,0.00596,0.51,64425,384,64236,2701124,41.93
1876,27,0.00637,0.00635,0.51,64041,407,63843,2636888,41.17
1876,28,0.00578,0.00576,0.50,63634,367,63450,2573045,40.43
1876,29,0.00619,0.00617,0.51,63268,391,63075,2509595,39.67
1876,30,0.00635,0.00633,0.51,62877,398,62682,2446520,38.91
1876,31,0.00608,0.00606,0.51,62479,378,62294,2383837,38.15
1876,32,0.00593,0.00592,0.52,62101,367,61924,2321543,37.38
1876,33,0.00585,0.00584,0.52,61734,360,61559,2259620,36.60
1876,34,0.00664,0.00662,0.51,61373,406,61176,2198060,35.81
1876,35,0.00630,0.00628,0.52,60967,383,60784,2136885,35.05
1876,36,0.00635,0.00633,0.51,60584,383,60396,2076101,34.27
1876,37,0.00706,0.00704,0.50,60200,424,59988,2015705,33.48
1876,38,0.00669,0.00666,0.51,59777,398,59580,1955718,32.72
1876,39,0.00674,0.00672,0.51,59378,399,59183,1896138,31.93
1876,40,0.00704,0.00701,0.50,58979,414,58775,1836954,31.15
1876,41,0.00801,0.00798,0.53,58566,467,58344,1778180,30.36
1876,42,0.01337,0.01328,0.46,58099,771,57685,1719836,29.60
1876,43,0.00859,0.00856,0.51,57327,491,57086,1662150,28.99
1876,44,0.00810,0.00807,0.50,56837,459,56606,1605064,28.24
1876,45,0.00719,0.00717,0.52,56378,404,56183,1548458,27.47
1876,46,0.00875,0.00872,0.51,55974,488,55733,1492275,26.66
1876,47,0.00851,0.00848,0.51,55486,470,55254,1436542,25.89
1876,48,0.00904,0.00900,0.50,55016,495,54768,1381288,25.11
1876,49,0.01015,0.01010,0.49,54521,551,54242,1326520,24.33
1876,50,0.01076,0.01070,0.51,53970,577,53689,1272277,23.57
1876,51,0.01181,0.01174,0.50,53393,627,53082,1218588,22.82
1876,52,0.01269,0.01261,0.51,52766,666,52441,1165506,22.09
1876,53,0.01291,0.01283,0.50,52100,668,51769,1113065,21.36
1876,54,0.01468,0.01458,0.51,51432,750,51062,1061296,20.63
1876,55,0.01507,0.01496,0.52,50682,758,50315,1010234,19.93
1876,56,0.01651,0.01638,0.51,49924,818,49521,959920,19.23
1876,57,0.01669,0.01655,0.51,49107,813,48709,910399,18.54
1876,58,0.01791,0.01775,0.50,48294,857,47868,861690,17.84
1876,59,0.01962,0.01943,0.51,47437,922,46982,813822,17.16
1876,60,0.01943,0.01924,0.49,46515,895,46061,766840,16.49
1876,61,0.02073,0.02052,0.50,45620,936,45151,720779,15.80
1876,62,0.02390,0.02363,0.52,44684,1056,44173,675628,15.12
1876,63,0.02655,0.02621,0.51,43628,1143,43067,631455,14.47
1876,64,0.02609,0.02576,0.51,42485,1094,41944,588388,13.85
1876,65,0.02862,0.02822,0.50,41390,1168,40809,546445,13.20
1876,66,0.03069,0.03023,0.51,40222,1216,39621,505636,12.57
1876,67,0.03534,0.03474,0.51,39007,1355,38342,466015,11.95
1876,68,0.04173,0.04089,0.50,37651,1539,36887,427673,11.36
1876,69,0.04401,0.04308,0.51,36112,1556,35345,390786,10.82
1876,70,0.04889,0.04773,0.51,34556,1650,33742,355440,10.29
1876,71,0.05409,0.05267,0.50,32907,1733,32040,321698,9.78
1876,72,0.05797,0.05638,0.51,31174,1757,30317,289658,9.29
1876,73,0.05727,0.05570,0.51,29416,1638,28608,259342,8.82
1876,74,0.06875,0.06651,0.51,27778,1848,26872,230734,8.31
1876,75,0.07181,0.06938,0.51,25930,1799,25052,203863,7.86
1876,76,0.07855,0.07562,0.51,24131,1825,23231,178811,7.41
1876,77,0.08595,0.08246,0.51,22307,1839,21402,155580,6.97
1876,78,0.09352,0.08950,0.52,20467,1832,19588,134179,6.56
1876,79,0.11713,0.11082,0.51,18635,2065,17631,114591,6.15
1876,80,0.11109,0.10526,0.50,16570,1744,15700,96960,5.85
1876,81,0.12374,0.11665,0.51,14826,1729,13976,81260,5.48
1876,82,0.13510,0.12669,0.51,13097,1659,12282,67284,5.14
1876,83,0.14910,0.13904,0.51,11437,1590,10666,55001,4.81
1876,84,0.15401,0.14300,0.50,9847,1408,9143,44336,4.50
1876,85,0.18585,0.17049,0.52,8439,1439,7741,35192,4.17
1876,86,0.22288,0.20116,0.52,7000,1408,6318,27451,3.92
1876,87,0.20518,0.18608,0.50,5592,1041,5072,21133,3.78
1876,88,0.22401,0.20179,0.51,4551,918,4100,16061,3.53
1876,89,0.27262,0.24035,0.51,3633,873,3203,11961,3.29
1876,90,0.26495,0.23525,0.52,2760,649,2450,8759,3.17
1876,91,0.27504,0.24169,0.50,2111,510,1855,6308,2.99
1876,92,0.29469,0.25654,0.50,1600,411,1393,4453,2.78
1876,93,0.33876,0.29087,0.51,1190,346,1022,3060,2.57
1876,94,0.38113,0.32038,0.50,844,270,709,2039,2.42
1876,95,0.38663,0.32347,0.49,573,185,480,1329,2.32
1876,96,0.41938,0.34402,0.48,388,133,318,850,2.19
1876,97,0.34458,0.29333,0.49,254,75,217,531,2.09
1876,98,0.47586,0.38365,0.49,180,69,145,315,1.75
1876,99,0.67290,0.50000,0.49,111,55,82,170,1.53
1876,100,0.68660,0.51020,0.50,55,28,41,87,1.57
1876,101,0.54454,0.41667,0.44,27,11,21,46,1.70
1876,102,0.35257,0.28571,0.34,16,5,13,25,1.60
1876,103,0.94464,0.60000,0.39,11,7,7,12,1.10
1876,104,0.74831,0.50000,0.34,5,2,3,5,1.17
1876,105,0.59884,0.50000,0.67,2,1,2,2,1.00
1876,106,2.97312,1.00000,0.34,1,1,0,0,0.34
1877,0,0.23866,0.20474,0.31,100000,20474,85787,4618045,46.18
1877,1,0.03819,0.03743,0.47,79526,2977,77947,4532258,56.99
1877,2,0.01907,0.01890,0.51,76549,1447,75844,4454311,58.19
1877,3,0.01545,0.01533,0.52,75103,1151,74545,4378467,58.30
1877,4,0.01349,0.01340,0.51,73951,991,73461,4303922,58.20
1877,5,0.00733,0.00731,0.50,72961,533,72692,4230461,57.98
1877,6,0.00595,0.00593,0.52,72427,429,72221,4157769,57.41
1877,7,0.00541,0.00540,0.51,71998,389,71809,4085548,56.75
1877,8,0.00431,0.00430,0.51,71609,308,71459,4013739,56.05
1877,9,0.00303,0.00303,0.51,71301,216,71195,3942280,55.29
1877,10,0.00285,0.00284,0.51,71085,202,70986,3871085,54.46
1877,11,0.00303,0.00302,0.51,70883,214,70779,3800099,53.61
1877,12,0.00339,0.00339,0.50,70669,239,70550,3729320,52.77
1877,13,0.00320,0.00320,0.52,70430,225,70323,3658770,51.95
1877,14,0.00311,0.00310,0.50,70205,218,70095,3588447,51.11
1877,15,0.00374,0.00373,0.54,69987,261,69865,3518352,50.27
1877,16,0.00409,0.00408,0.53,69726,285,69592,3448487,49.46
1877,17,0.00473,0.00472,0.52,69441,327,69283,3378895,48.66
1877,18,0.00548,0.00546,0.52,69113,378,68933,3309611,47.89
1877,19,0.00536,0.00535,0.52,68736,368,68561,3240679,47.15
1877,20,0.00580,0.00578,0.51,68368,395,68174,3172117,46.40
1877,21,0.00523,0.00522,0.50,67973,354,67797,3103944,45.66
1877,22,0.00563,0.00562,0.52,67618,380,67435,3036147,44.90
1877,23,0.00578,0.00576,0.49,67239,387,67043,2968712,44.15
1877,24,0.00572,0.00570,0.50,66851,381,66661,2901669,43.40
1877,25,0.00590,0.00588,0.51,66470,391,66277,2835008,42.65
1877,26,0.00643,0.00641,0.50,66079,424,65869,2768731,41.90
1877,27,0.00639,0.00637,0.52,65655,418,65454,2702862,41.17
1877,28,0.00623,0.00622,0.50,65237,405,65035,2637408,40.43
1877,29,0.00624,0.00622,0.52,64831,403,64636,2572373,39.68
1877,30,0.00583,0.00581,0.51,64428,374,64243,2507736,38.92
1877,31,0.00654,0.00652,0.51,64054,417,63847,2443494,38.15
1877,32,0.00606,0.00604,0.51,63636,384,63449,2379646,37.39
1877,33,0.00625,0.00623,0.51,63252,394,63059,2316198,36.62
1877,34,0.00628,0.00626,0.51,62858,393,62667,2253139,35.85
1877,35,0.00591,0.00589,0.50,62464,368,62279,2190472,35.07
1877,36,0.00722,0.00720,0.51,62097,447,61876,2128193,34.27
1877,37,0.00663,0.00661,0.51,61650,407,61450,2066317,33.52
1877,38,0.00675,0.00673,0.52,61242,412,61044,2004866,32.74
1877,39,0.00744,0.00741,0.51,60830,451,60608,1943822,31.95
1877,40,0.00721,0.00719,0.54,60379,434,60179,1883214,31.19
1877,41,0.01227,0.01218,0.45,59945,730,59542,1823035,30.41
1877,42,0.00811,0.00808,0.52,59215,478,58985,1763493,29.78
1877,43,0.00851,0.00848,0.51,58737,498,58494,1704508,29.02
1877,44,0.00817,0.00814,0.50,58239,474,58000,1646014,28.26
1877,45,0.00836,0.00833,0.51,57765,481,57529,1588013,27.49
1877,46,0.00885,0.00881,0.51,57284,505,57038,1530484,26.72
1877,47,0.00930,0.00925,0.51,56779,525,56521,1473447,25.95
1877,48,0.00905,0.00901,0.50,56254,507,56001,1416926,25.19
1877,49,0.01066,0.01061,0.51,55747,591,55457,1360925,24.41
1877,50,0.01056,0.01051,0.51,55155,580,54870,1305467,23.67
1877,51,0.01228,0.01221,0.52,54576,666,54254,1250597,22.91
1877,52,0.01268,0.01260,0.50,53909,679,53568,1196343,22.19
1877,53,0.01399,0.01389,0.51,53230,740,52870,1142775,21.47
1877,54,0.01458,0.01448,0.51,52490,760,52115,1089905,20.76
1877,55,0.01370,0.01361,0.50,51730,704,51380,1037790,20.06
1877,56,0.01688,0.01674,0.51,51026,854,50604,986410,19.33
1877,57,0.01696,0.01682,0.51,50172,844,49761,935807,18.65
1877,58,0.01729,0.01714,0.51,49328,846,48915,886046,17.96
1877,59,0.01699,0.01685,0.50,48483,817,48075,837130,17.27
1877,60,0.02044,0.02023,0.50,47666,964,47183,789055,16.55
1877,61,0.02181,0.02157,0.50,46701,1008,46202,741872,15.89
1877,62,0.02438,0.02410,0.51,45694,1101,45154,695670,15.22
1877,63,0.02498,0.02467,0.50,44593,1100,44048,650517,14.59
1877,64,0.02574,0.02542,0.50,43493,1106,42941,606469,13.94
1877,65,0.02831,0.02791,0.50,42387,1183,41794,563527,13.29
1877,66,0.03121,0.03075,0.51,41204,1267,40586,521733,12.66
1877,67,0.03609,0.03546,0.51,39937,1416,39238,481147,12.05
1877,68,0.04002,0.03924,0.50,38521,1512,37771,441909,11.47
1877,69,0.04399,0.04306,0.51,37009,1594,36227,404138,10.92
1877,70,0.04752,0.04643,0.51,35416,1645,34608,367911,10.39
1877,71,0.05383,0.05243,0.50,33771,1770,32890,333303,9.87
1877,72,0.05411,0.05269,0.50,32001,1686,31160,300413,9.39
1877,73,0.06157,0.05979,0.52,30315,1812,29437,269253,8.88
1877,74,0.06301,0.06111,0.50,28502,1742,27640,239816,8.41
1877,75,0.07297,0.07050,0.52,26761,1887,25853,212176,7.93
1877,76,0.07828,0.07539,0.51,24874,1875,23956,186322,7.49
1877,77,0.08947,0.08573,0.51,22999,1972,22036,162366,7.06
1877,78,0.10032,0.09562,0.51,21027,2011,20043,140330,6.67
1877,79,0.10276,0.09775,0.50,19017,1859,18090,120287,6.33
1877,80,0.11167,0.10581,0.50,17158,1815,16257,102197,5.96
1877,81,0.12017,0.11351,0.51,15342,1741,14492,85940,5.60
1877,82,0.13228,0.12425,0.51,13601,1690,12775,71448,5.25
1877,83,0.13759,0.12870,0.50,11911,1533,11142,58674,4.93
1877,84,0.15896,0.14750,0.51,10378,1531,9630,47532,4.58
1877,85,0.18650,0.17087,0.51,8847,1512,8106,37902,4.28
1877,86,0.19639,0.17874,0.50,7336,1311,6676,29796,4.06
1877,87,0.20663,0.18750,0.51,6024,1130,5467,23120,3.84
1877,88,0.23247,0.20833,0.50,4895,1020,4387,17654,3.61
1877,89,0.23935,0.21371,0.50,3875,828,3460,13267,3.42
1877,90,0.26490,0.23501,0.52,3047,716,2703,9807,3.22
1877,91,0.29959,0.26058,0.50,2331,607,2027,7104,3.05
1877,92,0.28100,0.24642,0.50,1724,425,1511,5076,2.95
1877,93,0.31513,0.27265,0.51,1299,354,1124,3565,2.74
1877,94,0.33578,0.28707,0.49,945,271,808,2441,2.58
1877,95,0.36710,0.31115,0.51,673,210,571,1634,2.43
1877,96,0.39630,0.33092,0.50,464,154,387,1063,2.29
1877,97,0.44488,0.36462,0.51,310,113,254,675,2.18
1877,98,0.47656,0.38636,0.51,197,76,160,421,2.13
1877,99,0.30847,0.26852,0.52,121,32,105,261,2.16
1877,100,0.58014,0.44304,0.47,89,39,68,156,1.76
1877,101,0.46345,0.38636,0.57,49,19,41,88,1.79
1877,102,0.49984,0.40741,0.55,30,12,25,47,1.56
1877,103,0.77119,0.56250,0.52,18,10,13,22,1.25
1877,104,0.52920,0.42857,0.56,8,3,6,9,1.19
1877,105,1.28623,0.75000,0.44,4,3,3,3,0.67
1877,106,3.01234,1.00000,0.33,1,1,0,0,0.33
1878,0,0.23874,0.20479,0.31,100000,20479,85783,4621888,46.22
1878,1,0.03701,0.03633,0.50,79521,2889,78063,4536105,57.04
1878,2,0.02042,0.02022,0.52,76632,1549,75884,4458043,58.18
1878,3,0.01703,0.01689,0.51,75082,1268,74456,4382159,58.36
1878,4,0.01041,0.01036,0.48,73814,764,73415,4307703,58.36
1878,5,0.00723,0.00721,0.52,73050,527,72796,4234288,57.96
1878,6,0.00584,0.00582,0.51,72523,422,72316,4161492,57.38
1878,7,0.00473,0.00472,0.52,72101,340,71938,4089177,56.71
1878,8,0.00379,0.00379,0.50,71761,272,71624,4017239,55.98
1878,9,0.00391,0.00390,0.50,71489,279,71351,3945614,55.19
1878,10,0.00346,0.00346,0.51,71210,246,71089,3874264,54.41
1878,11,0.00322,0.00322,0.51,70964,228,70853,3803175,53.59
1878,12,0.00334,0.00333,0.49,70736,236,70616,3732322,52.76
1878,13,0.00344,0.00343,0.52,70500,242,70384,3661706,51.94
1878,14,0.00359,0.00358,0.52,70258,252,70136,3591323,51.12
1878,15,0.00372,0.00371,0.51,70006,260,69880,3521187,50.30
1878,16,0.00408,0.00408,0.50,69746,284,69605,3451307,49.48
1878,17,0.00468,0.00467,0.51,69462,324,69304,3381702,48.68
1878,18,0.00576,0.00574,0.52,69138,397,68945,3312398,47.91
1878,19,0.00503,0.00502,0.51,68741,345,68571,3243453,47.18
1878,20,0.00528,0.00526,0.51,68396,360,68219,3174882,46.42
1878,21,0.00597,0.00595,0.52,68036,405,67839,3106662,45.66
1878,22,0.00584,0.00582,0.53,67631,394,67445,3038823,44.93
1878,23,0.00573,0.00571,0.52,67237,384,67053,2971377,44.19
1878,24,0.00548,0.00546,0.49,66853,365,66666,2904324,43.44
1878,25,0.00617,0.00615,0.51,66488,409,66286,2837658,42.68
1878,26,0.00666,0.00664,0.52,66079,439,65867,2771372,41.94
1878,27,0.00608,0.00606,0.49,65640,398,65438,2705505,41.22
1878,28,0.00619,0.00617,0.52,65242,403,65048,2640066,40.47
1878,29,0.00633,0.00631,0.51,64839,409,64640,2575018,39.71
1878,30,0.00624,0.00622,0.50,64430,401,64231,2510378,38.96
1878,31,0.00561,0.00559,0.50,64029,358,63849,2446148,38.20
1878,32,0.00600,0.00599,0.52,63671,381,63488,2382298,37.42
1878,33,0.00594,0.00592,0.51,63290,375,63108,2318810,36.64
1878,34,0.00691,0.00689,0.51,62915,434,62703,2255702,35.85
1878,35,0.00645,0.00643,0.50,62482,402,62282,2193000,35.10
1878,36,0.00584,0.00582,0.50,62080,361,61898,2130717,34.32
1878,37,0.00624,0.00622,0.51,61718,384,61531,2068819,33.52
1878,38,0.00639,0.00637,0.53,61335,391,61151,2007288,32.73
1878,39,0.00846,0.00843,0.54,60944,514,60710,1946137,31.93
1878,40,0.01353,0.01343,0.43,60430,812,59971,1885427,31.20
1878,41,0.00755,0.00752,0.52,59619,449,59403,1825456,30.62
1878,42,0.00743,0.00740,0.50,59170,438,58953,1766053,29.85
1878,43,0.00709,0.00706,0.51,58732,415,58527,1707100,29.07
1878,44,0.00748,0.00746,0.51,58317,435,58102,1648573,28.27
1878,45,0.00743,0.00741,0.52,57882,429,57677,1590471,27.48
1878,46,0.00905,0.00901,0.50,57454,518,57195,1532794,26.68
1878,47,0.00828,0.00824,0.50,56936,469,56702,1475600,25.92
1878,48,0.01024,0.01019,0.51,56467,576,56184,1418897,25.13
1878,49,0.01016,0.01011,0.50,55891,565,55610,1362714,24.38
1878,50,0.01220,0.01213,0.52,55326,671,55002,1307103,23.63
1878,51,0.01195,0.01187,0.50,54655,649,54329,1252101,22.91
1878,52,0.01252,0.01245,0.51,54006,672,53677,1197772,22.18
1878,53,0.01430,0.01420,0.51,53334,757,52960,1144095,21.45
1878,54,0.01389,0.01379,0.51,52577,725,52218,1091135,20.75
1878,55,0.01407,0.01398,0.52,51852,725,51502,1038917,20.04
1878,56,0.01610,0.01597,0.50,51127,817,50720,987414,19.31
1878,57,0.01683,0.01669,0.51,50310,840,49901,936694,18.62
1878,58,0.01776,0.01760,0.50,49470,871,49033,886793,17.93
1878,59,0.01910,0.01892,0.50,48600,919,48140,837760,17.24
1878,60,0.02216,0.02192,0.51,47680,1045,47166,789620,16.56
1878,61,0.02188,0.02165,0.51,46635,1010,46137,742454,15.92
1878,62,0.02313,0.02287,0.51,45626,1044,45118,696317,15.26
1878,63,0.02549,0.02516,0.49,44582,1122,44011,651199,14.61
1878,64,0.02450,0.02421,0.51,43460,1052,42943,607188,13.97
1878,65,0.02967,0.02924,0.51,42408,1240,41799,564246,13.31
1878,66,0.03301,0.03249,0.51,41168,1337,40512,522447,12.69
1878,67,0.03519,0.03458,0.50,39831,1377,39143,481934,12.10
1878,68,0.04138,0.04055,0.50,38454,1559,37677,442791,11.51
1878,69,0.04441,0.04347,0.51,36894,1604,36115,405114,10.98
1878,70,0.04971,0.04852,0.51,35290,1712,34443,368999,10.46
1878,71,0.04724,0.04616,0.50,33578,1550,32810,334556,9.96
1878,72,0.05523,0.05380,0.52,32028,1723,31197,301746,9.42
1878,73,0.06024,0.05850,0.51,30305,1773,29429,270549,8.93
1878,74,0.06565,0.06362,0.52,28532,1815,27652,241119,8.45
1878,75,0.06871,0.06647,0.51,26717,1776,25846,213468,7.99
1878,76,0.07795,0.07509,0.51,24941,1873,24026,187622,7.52
1878,77,0.09201,0.08804,0.51,23068,2031,22073,163596,7.09
1878,78,0.09076,0.08682,0.50,21037,1826,20123,141523,6.73
1878,79,0.09915,0.09449,0.50,19211,1815,18308,121400,6.32
1878,80,0.10410,0.09910,0.51,17396,1724,16560,103093,5.93
1878,81,0.12673,0.11928,0.51,15672,1869,14750,86533,5.52
1878,82,0.13335,0.12506,0.50,13803,1726,12944,71783,5.20
1878,83,0.14612,0.13645,0.51,12076,1648,11277,58839,4.87
1878,84,0.17278,0.15921,0.51,10429,1660,9609,47562,4.56
1878,85,0.16869,0.15542,0.49,8768,1363,8078,37953,4.33
1878,86,0.18920,0.17298,0.50,7406,1281,6770,29874,4.03
1878,87,0.21761,0.19674,0.51,6125,1205,5537,23104,3.77
1878,88,0.22367,0.20129,0.50,4920,990,4427,17567,3.57
1878,89,0.25776,0.22919,0.52,3929,901,3494,13139,3.34
1878,90,0.26099,0.23135,0.51,3029,701,2685,9646,3.18
1878,91,0.27186,0.23951,0.50,2328,558,2051,6961,2.99
1878,92,0.31331,0.27069,0.50,1770,479,1530,4910,2.77
1878,93,0.32561,0.28056,0.51,1291,362,1113,3380,2.62
1878,94,0.39236,0.32885,0.51,929,305,779,2268,2.44
1878,95,0.38776,0.32423,0.49,623,202,521,1489,2.39
1878,96,0.41458,0.33962,0.47,421,143,345,968,2.30
1878,97,0.40870,0.34286,0.53,278,95,233,623,2.24
1878,98,0.43456,0.36025,0.53,183,66,152,389,2.13
1878,99,0.41820,0.34951,0.53,117,41,98,238,2.03
1878,100,0.64783,0.47761,0.45,76,36,56,140,1.84
1878,101,0.58458,0.45714,0.52,40,18,31,84,2.11
1878,102,0.37469,0.31579,0.50,22,7,18,53,2.44
1878,103,0.26457,0.23077,0.45,15,3,13,34,2.34
1878,104,0.49945,0.40000,0.50,11,5,9,22,1.90
1878,105,0.18745,0.16667,0.33,7,1,6,13,1.84
1878,106,0.46090,0.40000,0.67,6,2,5,6,1.14
1878,107,2.24028,1.00000,0.45,3,3,2,2,0.45
1879,0,0.23410,0.20137,0.31,100000,20137,86020,4644407,46.44
1879,1,0.03937,0.03861,0.51,79863,3084,78337,4558387,57.08
1879,2,0.02345,0.02318,0.51,76779,1780,75900,4480050,58.35
1879,3,0.01366,0.01356,0.49,74999,1017,74476,4404150,58.72
1879,4,0.00908,0.00904,0.50,73982,669,73648,4329674,58.52
1879,5,0.00790,0.00787,0.51,73313,577,73029,4256026,58.05
1879,6,0.00554,0.00552,0.53,72736,402,72548,4182997,57.51
1879,7,0.00425,0.00424,0.52,72335,307,72186,4110449,56.83
1879,8,0.00357,0.00357,0.53,72028,257,71908,4038262,56.07
1879,9,0.00364,0.00363,0.53,71771,261,71647,3966354,55.26
1879,10,0.00368,0.00367,0.51,71510,262,71381,3894707,54.46
1879,11,0.00314,0.00313,0.52,71248,223,71141,3823326,53.66
1879,12,0.00282,0.00281,0.50,71024,200,70925,3752185,52.83
1879,13,0.00254,0.00254,0.50,70825,180,70736,3681260,51.98
1879,14,0.00349,0.00348,0.51,70645,246,70525,3610524,51.11
1879,15,0.00414,0.00413,0.52,70399,291,70260,3539999,50.28
1879,16,0.00434,0.00433,0.50,70108,304,69957,3469739,49.49
1879,17,0.00485,0.00484,0.51,69805,338,69640,3399782,48.70
1879,18,0.00501,0.00500,0.51,69467,347,69297,3330142,47.94
1879,19,0.00540,0.00538,0.51,69120,372,68936,3260846,47.18
1879,20,0.00559,0.00557,0.53,68747,383,68568,3191909,46.43
1879,21,0.00585,0.00583,0.52,68364,399,68172,3123342,45.69
1879,22,0.00539,0.00538,0.50,67966,366,67784,3055170,44.95
1879,23,0.00558,0.00557,0.51,67600,376,67416,2987386,44.19
1879,24,0.00565,0.00563,0.49,67224,379,67030,2919970,43.44
1879,25,0.00649,0.00647,0.53,66845,433,66640,2852940,42.68
1879,26,0.00569,0.00568,0.50,66412,377,66222,2786301,41.95
1879,27,0.00692,0.00690,0.50,66035,456,65808,2720078,41.19
1879,28,0.00638,0.00636,0.51,65580,417,65378,2654271,40.47
1879,29,0.00628,0.00626,0.50,65163,408,64961,2588893,39.73
1879,30,0.00641,0.00639,0.50,64755,414,64547,2523933,38.98
1879,31,0.00579,0.00577,0.50,64341,371,64156,2459385,38.22
1879,32,0.00595,0.00593,0.51,63970,379,63782,2395229,37.44
1879,33,0.00667,0.00665,0.51,63590,423,63382,2331447,36.66
1879,34,0.00580,0.00578,0.51,63168,365,62989,2268065,35.91
1879,35,0.00631,0.00629,0.51,62802,395,62608,2205077,35.11
1879,36,0.00638,0.00636,0.51,62407,397,62211,2142468,34.33
1879,37,0.00659,0.00657,0.49,62011,407,61803,2080257,33.55
1879,38,0.00759,0.00756,0.54,61603,466,61388,2018454,32.77
1879,39,0.01323,0.01313,0.44,61137,803,60688,1957066,32.01
1879,40,0.00808,0.00805,0.51,60334,486,60098,1896378,31.43
1879,41,0.00681,0.00678,0.49,59849,406,59643,1836281,30.68
1879,42,0.00796,0.00793,0.51,59443,471,59211,1776638,29.89
1879,43,0.00664,0.00661,0.51,58971,390,58782,1717427,29.12
1879,44,0.00779,0.00776,0.52,58581,454,58361,1658645,28.31
1879,45,0.00821,0.00818,0.51,58127,476,57894,1600285,27.53
1879,46,0.00826,0.00823,0.50,57651,474,57416,1542391,26.75
1879,47,0.00973,0.00968,0.50,57177,553,56900,1484975,25.97
1879,48,0.01016,0.01011,0.50,56624,573,56340,1428074,25.22
1879,49,0.01119,0.01113,0.51,56051,624,55748,1371734,24.47
1879,50,0.01093,0.01087,0.51,55427,603,55130,1315987,23.74
1879,51,0.01165,0.01158,0.52,54825,635,54517,1260856,23.00
1879,52,0.01324,0.01315,0.50,54190,712,53831,1206340,22.26
1879,53,0.01373,0.01364,0.50,53477,729,53115,1152508,21.55
1879,54,0.01397,0.01388,0.49,52748,732,52377,1099393,20.84
1879,55,0.01423,0.01413,0.51,52016,735,51658,1047016,20.13
1879,56,0.01557,0.01545,0.50,51281,792,50888,995358,19.41
1879,57,0.01700,0.01685,0.48,50489,851,50049,944469,18.71
1879,58,0.01744,0.01729,0.51,49638,858,49218,894420,18.02
1879,59,0.01800,0.01784,0.51,48779,870,48354,845202,17.33
1879,60,0.02113,0.02091,0.51,47909,1002,47414,796848,16.63
1879,61,0.02316,0.02290,0.51,46907,1074,46377,749434,15.98
1879,62,0.02331,0.02305,0.51,45833,1056,45316,703057,15.34
1879,63,0.02528,0.02497,0.51,44777,1118,44225,657742,14.69
1879,64,0.02932,0.02891,0.52,43659,1262,43049,613517,14.05
1879,65,0.03100,0.03054,0.51,42396,1295,41759,570467,13.46
1879,66,0.03237,0.03186,0.50,41102,1309,40453,528709,12.86
1879,67,0.03510,0.03451,0.51,39792,1373,39118,488256,12.27
1879,68,0.03866,0.03793,0.51,38419,1457,37703,449137,11.69
1879,69,0.04345,0.04254,0.50,36962,1572,36181,411435,11.13
1879,70,0.04276,0.04187,0.50,35390,1482,34651,375254,10.60
1879,71,0.05038,0.04916,0.51,33908,1667,33083,340603,10.04
1879,72,0.05164,0.05034,0.50,32241,1623,31430,307520,9.54
1879,73,0.05925,0.05757,0.51,30618,1763,29752,276090,9.02
1879,74,0.06124,0.05948,0.51,28855,1716,28023,246338,8.54
1879,75,0.06901,0.06672,0.50,27139,1811,26239,218315,8.04
1879,76,0.08477,0.08141,0.51,25328,2062,24326,192077,7.58
1879,77,0.08142,0.07830,0.51,23266,1822,22375,167750,7.21
1879,78,0.09381,0.08960,0.50,21445,1922,20484,145376,6.78
1879,79,0.09631,0.09187,0.50,19523,1793,18623,124892,6.40
1879,80,0.11127,0.10560,0.52,17730,1872,16826,106269,5.99
1879,81,0.10996,0.10424,0.50,15857,1653,15033,89443,5.64
