a1,a2,a3,b1,b3,Year,R2,RMSE,AIC,Country
0.15724153478827985,0.004990995491730384,0.00012870282345782768,0.6937795845420379,0.08764922860523902,1908,0.9249646070524256,0.016705539000795876,-91.58516758731014,ESP
0.15500219258710926,0.004687776167412521,0.00017850561224668735,0.6932879995745945,0.08395769215953897,1909,0.915017406247351,0.01983699732200605,-77.66868681296887,ESP
0.16549231558742278,0.004688689468756988,0.0001385180285105326,0.7262633682255991,0.08784698942960506,1910,0.9402450866348958,0.01420909820497749,-104.69565449269834,ESP
0.1866900704240023,0.005018702967058706,8.306146120394497e-05,0.740221679336,0.09530835377349318,1911,0.9450569452275157,0.013388627053765936,-109.51328005890281,ESP
0.1385398467771364,0.004723681976629917,9.33535101196193e-05,0.6746896944203166,0.09291944147151751,1912,0.9247247374837807,0.01813085755482184,-84.95329397688681,ESP
0.14831340748351507,0.004709910814605707,0.00010211773880266017,0.6778493010268841,0.09175537581308642,1913,0.9369213943303275,0.015065194633195743,-99.95678076150188,ESP
0.13806108994787827,0.005026327240890118,8.395864637791876e-05,0.6742811553140812,0.09469836681831943,1914,0.9317379977586108,0.016081268763551756,-94.67006694702559,ESP
0.13967347468121982,0.0047149062873646135,9.893671401608251e-05,0.6813535601980814,0.09230425008631371,1915,0.9473344604526965,0.012466527670309872,-115.29330665215934,ESP
0.1307604072102126,0.004800658878342993,8.578590832209837e-05,0.6782489172083822,0.09419930021780563,1916,0.9465074413989635,0.012580317308441299,-114.55732380813782,ESP
0.13848521761979363,0.004958049512031348,9.50640987321561e-05,0.6925082988652277,0.09330360948477241,1917,0.9324091854884269,0.016144438468593668,-94.3525097480333,ESP
0.18168073911758165,0.014216785850139987,6.42638340605909e-05,0.766185915735468,0.09849609418923998,1918,0.8311614318793431,0.023075492226013336,-65.41967516802771,ESP
0.1481378115444777,0.005918106674649015,0.00012604907998089483,0.7495998686119488,0.08873044436187144,1919,0.9111488848932983,0.018788896761682845,-82.06558131429409,ESP
0.1702941593112423,0.0058777765868936295,9.813888219168685e-05,0.7153058323208489,0.09216755726968434,1920,0.9358033598080109,0.013616062230293238,-108.14887370015464,ESP
0.1615948001816759,0.0050768974873977146,6.827828436542692e-05,0.7478188555856431,0.0974166740544553,1921,0.951275379935021,0.011442286515417347,-122.23755248546325,ESP
0.14080068759224437,0.0046260126699189455,8.736189137914115e-05,0.7256567422498964,0.09348226629538901,1922,0.9319512318596366,0.0163816428535284,-93.17106427238912,ESP
0.1405904487396396,0.004217469258600511,0.00011343019925422272,0.7592426737665328,0.0900253377145228,1923,0.9471902693018515,0.01301483887101195,-111.80683241089827,ESP
0.1251994495372293,0.004005736272888359,0.00012201339887717329,0.7485424730274642,0.08817638659186086,1924,0.9387357310397795,0.014916451450888043,-100.7604922443013,ESP
0.12296622769956053,0.003804303086793375,0.00012148869892842832,0.771136225229917,0.08874053050942066,1925,0.9546468177140555,0.011393272058061924,-122.58527134068521,ESP
0.11841740935973583,0.00383264730280933,0.00012170708851299742,0.7831902241892036,0.08806737906184606,1926,0.9579042556639652,0.010207757426349499,-131.48515019697948,ESP
0.11057966434108613,0.0037502766249396537,0.00011906777230959711,0.8052993866239831,0.08871898200756927,1927,0.9455967099604848,0.01372345227032912,-107.51253189672747,ESP
0.11842244768343951,0.0035326295047364465,0.00012249024384016917,0.7984508056509111,0.08722731396965809,1928,0.9574373500020391,0.010465044108085972,-129.46884899100183,ESP
0.11066192657100578,0.0033261398053533275,0.0001370445306563046,0.8233122192472454,0.08576360385876419,1929,0.9514606818847448,0.012271947848505473,-116.56753962477273,ESP
0.12275948723102688,0.003250893010544906,0.00011995703082906862,0.8699134207498572,0.0870788916949547,1930,0.9611131780695473,0.009850447354755825,-134.37126867718342,ESP
0.11935115101372928,0.003374350283046616,0.0001154749932626505,0.8999102010653861,0.08887132605550263,1931,0.9639907964263654,0.009418244770966935,-138.00558718275948,ESP
0.10908521801517378,0.0030289338087981267,0.00010959890743605763,0.879084006135618,0.08862953155878268,1932,0.9555611705653551,0.011900407973952372,-119.05774789092283,ESP
0.09852292683653001,0.0029332894994191275,0.0001347243701755255,0.8464787840221513,0.0856863500118839,1933,0.9631300421995355,0.009664742325266446,-135.91289463058934,ESP
0.09494451024018623,0.0029401418226265015,0.00011371272891670996,0.8687554678740993,0.0878743175674656,1934,0.9595568006057152,0.01073336531581138,-127.41820658584089,ESP
0.09025816733075875,0.0027902348026316234,0.00013368143138183506,0.855306055743508,0.08533195931678204,1935,0.9667318184459676,0.008716877907890894,-144.27398322474863,ESP
0.09655159988162053,0.002786414434203802,0.00035327353043897354,0.9727981160316663,0.07125738540009312,1936,0.9337312459920297,0.0156635670147761,-96.80180230734118,ESP
0.11829440133856524,0.004312536684137097,0.00021556699764131913,0.9907083156402982,0.07909260722820058,1937,0.9138043031975404,0.0188451982787315,-81.82322521255924,ESP
0.10775048400971092,0.004640155645809804,0.0001613220036234013,1.0328088791900987,0.0851675273462449,1938,0.9318752712019082,0.01570602494748587,-96.58253935654176,ESP
0.10665710235849807,0.0036751310998505778,0.00037806738640258354,0.9182295770572266,0.07228696092145775,1939,0.9426161165838883,0.012674274283995072,-113.9546175552594,ESP
0.10832049362836106,0.0031538415980811117,0.0002872232666427325,0.9328597976996036,0.07440575448268458,1940,0.9479930803368132,0.011974147685784762,-118.55738794815943,ESP
0.11798065818041648,0.0023969641567981566,0.00044185271758395743,1.0307121634744976,0.07180750313379536,1941,0.965668866092642,0.009354162851934609,-138.5585962275104,ESP
